Invoice,StockCode
1498,X1158,m109
1499,X1172,m113
1500,X1162,m102
1501,X1076,m113
1502,X1193,m116
1503,X1062,m114
1504,X1079,m102
1505,X1047,m114
1506,X1148,m115
1507,X1192,m108
1508,X1189,m103
1509,X1124,m101
1510,X1126,m112
1511,X1086,m110
1512,X1066,m103
1513,X1159,m116
1514,X1026,m111
1515,X1187,m118
1516,X1144,m101
1517,X1112,m103
1518,X1093,m120
1519,X1065,m101
1520,X1192,m111
1521,X1129,m101
1522,X1018,m118
1523,X1029,m111
1524,X1007,m107
1525,X1004,m111
1526,X1158,m103
1527,X1158,m109
1528,X1153,m104
1529,X1070,m118
1530,X1064,m107
1531,X1154,m118
1532,X1123,m104
1533,X1016,m116
1534,X1006,m108
1535,X1012,m102
1536,X1085,m117
1537,X1169,m108
1538,X1039,m115
1539,X1171,m109
1540,X1190,m120
1541,X1190,m109
1542,X1162,m119
1543,X1122,m115
1544,X1177,m120
1545,X1078,m105
1546,X1187,m101
1547,X1148,m110
1548,X1040,m111
1549,X1096,m102
1550,X1167,m110
1551,X1073,m116
1552,X1180,m102
1553,X1137,m119
1554,X1057,m115
1555,X1096,m101
1556,X1136,m108
1557,X1157,m105
1558,X1110,m102
1559,X1138,m104
1560,X1045,m115
1561,X1150,m102
1562,X1193,m102
1563,X1136,m111
1564,X1174,m113
1565,X1075,m108
1566,X1107,m112
1567,X1032,m106
1568,X1107,m102
1569,X1178,m104
1570,X1121,m119
1571,X1047,m120
1572,X1110,m104
1573,X1058,m116
1574,X1035,m110
1575,X1122,m113
1576,X1105,m117
1577,X1169,m101
1578,X1025,m120
1579,X1028,m117
1580,X1146,m120
1581,X1022,m109
1582,X1171,m115
1583,X1166,m115
1584,X1039,m113
1585,X1075,m105
1586,X1034,m101
1587,X1037,m120
1588,X1006,m112
1589,X1095,m115
1590,X1057,m106
1591,X1169,m106
1592,X1016,m113
1593,X1199,m106
1594,X1055,m107
1595,X1164,m112
1596,X1085,m119
1597,X1146,m113
1598,X1142,m105
1599,X1127,m104
1600,X1052,m119
1601,X1187,m105
1602,X1172,m109
1603,X1185,m113
1604,X1184,m105
1605,X1001,m114
1606,X1027,m102
1607,X1187,m117
1608,X1110,m105
1609,X1063,m113
1610,X1189,m117
1611,X1010,m117
1612,X1049,m110
1613,X1082,m117
1614,X1166,m110
1615,X1055,m118
1616,X1110,m118
1617,X1148,m110
1618,X1058,m104
1619,X1193,m102
1620,X1033,m102
1621,X1173,m111
1622,X1017,m110
1623,X1150,m105
1624,X1170,m109
1625,X1077,m114
1626,X1198,m110
1627,X1023,m106
1628,X1181,m108
1629,X1030,m102
1630,X1113,m103
1631,X1078,m105
1632,X1107,m104
1633,X1198,m115
1634,X1119,m106
1635,X1070,m103
1636,X1105,m101
1637,X1039,m109
1638,X1161,m103
1639,X1135,m118
1640,X1061,m118
1641,X1093,m117
1642,X1115,m103
1643,X1174,m112
1644,X1053,m111
1645,X1063,m108
1646,X1144,m109
1647,X1134,m104
1648,X1124,m114
1649,X1158,m111
1650,X1071,m106
1651,X1019,m111
1652,X1081,m114
1653,X1078,m111
1654,X1041,m112
1655,X1097,m107
1656,X1052,m102
1657,X1004,m103
1658,X1104,m117
1659,X1067,m106
1660,X1114,m114
1661,X1047,m110
1662,X1118,m101
1663,X1038,m108
1664,X1065,m107
1665,X1096,m105
1666,X1111,m119
1667,X1181,m110
1668,X1013,m119
1669,X1002,m119
1670,X1037,m120
1671,X1170,m113
1672,X1184,m111
1673,X1198,m106
1674,X1123,m120
1675,X1071,m109
1676,X1062,m111
1677,X1130,m101
1678,X1075,m118
1679,X1127,m106
1680,X1010,m111
1681,X1002,m102
1682,X1195,m109
1683,X1027,m111
1684,X1086,m114
1685,X1152,m103
1686,X1016,m110
1687,X1171,m119
1688,X1093,m119
1689,X1092,m119
1690,X1018,m112
1691,X1172,m120
1692,X1135,m117
1693,X1197,m111
1694,X1067,m104
1695,X1079,m116
1696,X1083,m118
1697,X1003,m119
1698,X1153,m118
1699,X1160,m107
1700,X1078,m113
1701,X1169,m102
1702,X1112,m101
1703,X1131,m106
1704,X1021,m112
1705,X1037,m106
1706,X1122,m120
1707,X1155,m103
1708,X1015,m117
1709,X1136,m115
1710,X1155,m120
1711,X1101,m111
1712,X1032,m101
1713,X1065,m109
1714,X1194,m112
1715,X1098,m119
1716,X1098,m102
1717,X1198,m111
1718,X1190,m113
1719,X1127,m101
1720,X1141,m117
1721,X1060,m108
1722,X1081,m109
1723,X1058,m109
1724,X1139,m111
1725,X1013,m102
1726,X1149,m111
1727,X1034,m105
1728,X1086,m107
1729,X1112,m113
1730,X1109,m113
1731,X1010,m119
1732,X1180,m118
1733,X1122,m120
1734,X1196,m105
1735,X1075,m120
1736,X1020,m103
1737,X1071,m105
1738,X1036,m106
1739,X1181,m108
1740,X1123,m104
1741,X1140,m120
1742,X1153,m111
1743,X1056,m115
1744,X1096,m107
1745,X1045,m112
1746,X1003,m109
1747,X1115,m111
1748,X1143,m102
1749,X1133,m116
1750,X1062,m120
1751,X1140,m115
1752,X1104,m118
1753,X1095,m118
1754,X1018,m105
1755,X1123,m102
1756,X1061,m107
1757,X1059,m101
1758,X1020,m118
1759,X1159,m112
1760,X1108,m120
1761,X1171,m103
1762,X1138,m106
1763,X1141,m114
1764,X1028,m109
1765,X1065,m114
1766,X1200,m118
1767,X1010,m106
1768,X1059,m101
1769,X1065,m116
1770,X1031,m112
1771,X1054,m105
1772,X1073,m120
1773,X1034,m118
1774,X1136,m117
1775,X1033,m115
1776,X1166,m110
1777,X1127,m116
1778,X1009,m120
1779,X1092,m120
1780,X1165,m104
1781,X1127,m109
1782,X1056,m110
1783,X1103,m112
1784,X1182,m113
1785,X1150,m104
1786,X1133,m120
1787,X1152,m101
1788,X1088,m116
1789,X1151,m110
1790,X1079,m105
1791,X1069,m106
1792,X1194,m102
1793,X1016,m108
1794,X1083,m117
1795,X1120,m113
1796,X1138,m102
1797,X1186,m109
1798,X1142,m112
1799,X1111,m118
1800,X1029,m117
1801,X1006,m108
1802,X1042,m109
1803,X1095,m109
1804,X1043,m115
1805,X1135,m114
1806,X1078,m118
1807,X1122,m109
1808,X1187,m117
1809,X1183,m109
1810,X1196,m103
1811,X1162,m119
1812,X1192,m105
1813,X1029,m116
1814,X1186,m118
1815,X1055,m112
1816,X1018,m109
1817,X1035,m102
1818,X1196,m119
1819,X1162,m117
1820,X1122,m113
1821,X1063,m103
1822,X1190,m117
1823,X1125,m116
1824,X1117,m115
1825,X1153,m110
1826,X1038,m114
1827,X1199,m103
1828,X1047,m105
1829,X1027,m102
1830,X1111,m106
1831,X1091,m111
1832,X1007,m111
1833,X1023,m105
1834,X1087,m117
1835,X1116,m116
1836,X1127,m108
1837,X1097,m107
1838,X1052,m116
1839,X1003,m107
1840,X1050,m104
1841,X1128,m107
1842,X1197,m109
1843,X1032,m113
1844,X1105,m103
1845,X1146,m118
1846,X1172,m101
1847,X1131,m103
1848,X1098,m113
1849,X1104,m120
1850,X1166,m104
1851,X1122,m112
1852,X1040,m113
1853,X1054,m119
1854,X1156,m119
1855,X1066,m101
1856,X1019,m116
1857,X1178,m105
1858,X1178,m106
1859,X1062,m117
1860,X1190,m111
1861,X1186,m117
1862,X1073,m109
1863,X1011,m105
1864,X1053,m117
1865,X1056,m110
1866,X1063,m118
1867,X1026,m118
1868,X1084,m118
1869,X1041,m110
1870,X1072,m104
1871,X1017,m119
1872,X1038,m114
1873,X1081,m118
1874,X1186,m111
1875,X1087,m115
1876,X1180,m108
1877,X1193,m111
1878,X1074,m105
1879,X1004,m111
1880,X1030,m119
1881,X1180,m109
1882,X1187,m119
1883,X1088,m110
1884,X1055,m105
1885,X1174,m119
1886,X1183,m113
1887,X1130,m114
1888,X1105,m101
1889,X1048,m119
1890,X1089,m109
1891,X1107,m106
1892,X1065,m109
1893,X1105,m119
1894,X1059,m117
1895,X1050,m118
1896,X1032,m118
1897,X1142,m101
1898,X1020,m109
1899,X1163,m110
1900,X1042,m110
1901,X1130,m101
1902,X1164,m104
1903,X1132,m119
1904,X1075,m109
1905,X1037,m115
1906,X1040,m111
1907,X1083,m107
1908,X1063,m101
1909,X1140,m111
1910,X1173,m114
1911,X1059,m101
1912,X1047,m109
1913,X1128,m104
1914,X1147,m117
1915,X1065,m112
1916,X1133,m106
1917,X1193,m118
1918,X1069,m120
1919,X1051,m102
1920,X1164,m112
1921,X1026,m112
1922,X1028,m101
1923,X1190,m111
1924,X1003,m108
1925,X1199,m105
1926,X1060,m119
1927,X1193,m109
1928,X1104,m105
1929,X1049,m108
1930,X1047,m105
1931,X1199,m115
1932,X1175,m117
1933,X1156,m107
1934,X1095,m119
1935,X1024,m104
1936,X1125,m120
1937,X1183,m113
1938,X1169,m113
1939,X1051,m106
1940,X1152,m119
1941,X1113,m111
1942,X1196,m112
1943,X1152,m102
1944,X1071,m110
1945,X1012,m119
1946,X1076,m113
1947,X1161,m115
1948,X1136,m120
1949,X1113,m116
1950,X1047,m112
1951,X1089,m110
1952,X1194,m105
1953,X1064,m115
1954,X1128,m114
1955,X1119,m103
1956,X1193,m110
1957,X1144,m120
1958,X1169,m114
1959,X1144,m117
1960,X1196,m118
1961,X1108,m106
1962,X1089,m120
1963,X1143,m116
1964,X1126,m102
1965,X1195,m109
1966,X1001,m117
1967,X1037,m109
1968,X1121,m101
1969,X1053,m104
1970,X1150,m117
1971,X1070,m112
1972,X1085,m108
1973,X1127,m112
1974,X1192,m104
1975,X1149,m117
1976,X1073,m115
1977,X1052,m116
1978,X1050,m109
1979,X1153,m114
1980,X1147,m113
1981,X1052,m108
1982,X1049,m104
1983,X1134,m120
1984,X1176,m109
1985,X1002,m120
1986,X1182,m104
1987,X1061,m108
1988,X1147,m108
1989,X1034,m112
1990,X1017,m108
1991,X1170,m118
1992,X1034,m111
1993,X1135,m110
1994,X1133,m116
1995,X1141,m111
1996,X1172,m120
1997,X1157,m113
1998,X1018,m103
1999,X1160,m117
2000,X1023,m107
2001,X1162,m108
2002,X1090,m118
2003,X1054,m118
2004,X1149,m118
2005,X1155,m101
2006,X1119,m103
2007,X1020,m106
2008,X1179,m112
2009,X1015,m114
2010,X1091,m114
2011,X1032,m120
2012,X1081,m112
2013,X1170,m119
2014,X1134,m101
2015,X1078,m103
2016,X1185,m114
2017,X1062,m113
2018,X1139,m115
2019,X1025,m111
2020,X1011,m105
2021,X1113,m114
2022,X1192,m107
2023,X1111,m103
2024,X1185,m103
2025,X1135,m119
2026,X1196,m110
2027,X1041,m114
2028,X1136,m114
2029,X1071,m114
2030,X1194,m109
2031,X1025,m115
2032,X1101,m112
2033,X1069,m117
2034,X1180,m116
2035,X1024,m107
2036,X1162,m104
2037,X1131,m111
2038,X1126,m103
2039,X1199,m102
2040,X1137,m117
2041,X1102,m113
2042,X1079,m113
2043,X1111,m116
2044,X1139,m112
2045,X1061,m103
2046,X1071,m104
2047,X1027,m102
2048,X1184,m102
2049,X1151,m112
2050,X1190,m106
2051,X1026,m115
2052,X1150,m105
2053,X1075,m104
2054,X1080,m114
2055,X1197,m119
2056,X1054,m101
2057,X1031,m114
2058,X1014,m118
2059,X1086,m108
2060,X1038,m106
2061,X1169,m119
2062,X1069,m115
2063,X1148,m106
2064,X1127,m106
2065,X1185,m115
2066,X1004,m105
2067,X1088,m110
2068,X1172,m116
2069,X1087,m104
2070,X1043,m115
2071,X1109,m102
2072,X1056,m113
2073,X1004,m114
2074,X1134,m104
2075,X1131,m107
2076,X1042,m115
2077,X1082,m112
2078,X1075,m104
2079,X1125,m115
2080,X1122,m117
2081,X1128,m103
2082,X1076,m117
2083,X1200,m115
2084,X1187,m106
2085,X1014,m112
2086,X1006,m105
2087,X1034,m118
2088,X1126,m102
2089,X1167,m104
2090,X1088,m115
2091,X1125,m114
2092,X1070,m114
2093,X1028,m103
2094,X1089,m106
2095,X1190,m106
2096,X1057,m118
2097,X1176,m110
2098,X1123,m119
2099,X1144,m116
2100,X1194,m114
2101,X1153,m105
2102,X1003,m106
2103,X1054,m103
2104,X1029,m103
2105,X1183,m104
2106,X1119,m107
2107,X1088,m118
2108,X1113,m115
2109,X1087,m106
2110,X1122,m107
2111,X1040,m105
2112,X1152,m116
2113,X1020,m104
2114,X1103,m112
2115,X1050,m101
2116,X1181,m117
2117,X1037,m117
2118,X1191,m118
2119,X1065,m114
2120,X1121,m107
2121,X1148,m117
2122,X1122,m116
2123,X1034,m117
2124,X1113,m116
2125,X1094,m101
2126,X1192,m120
2127,X1046,m104
2128,X1159,m119
2129,X1131,m111
2130,X1067,m113
2131,X1131,m105
2132,X1078,m120
2133,X1005,m114
2134,X1113,m104
2135,X1068,m116
2136,X1001,m112
2137,X1102,m116
2138,X1157,m108
2139,X1071,m102
2140,X1122,m117
2141,X1090,m112
2142,X1062,m102
2143,X1155,m117
2144,X1168,m113
2145,X1090,m107
2146,X1167,m105
2147,X1111,m102
2148,X1128,m109
2149,X1060,m109
2150,X1018,m106
2151,X1006,m109
2152,X1036,m103
2153,X1079,m112
2154,X1140,m114
2155,X1190,m113
2156,X1020,m101
2157,X1196,m103
2158,X1198,m109
2159,X1113,m105
2160,X1080,m108
2161,X1037,m111
2162,X1189,m120
2163,X1083,m102
2164,X1164,m118
2165,X1104,m109
2166,X1051,m119
2167,X1163,m103
2168,X1161,m110
2169,X1184,m101
2170,X1040,m114
2171,X1005,m114
2172,X1174,m107
2173,X1009,m105
2174,X1027,m101
2175,X1179,m114
2176,X1138,m103
2177,X1056,m101
2178,X1086,m105
2179,X1097,m102
2180,X1193,m113
2181,X1001,m116
2182,X1019,m103
2183,X1196,m112
2184,X1037,m105
2185,X1112,m113
2186,X1151,m101
2187,X1092,m114
2188,X1034,m108
2189,X1132,m101
2190,X1105,m114
2191,X1177,m110
2192,X1041,m120
2193,X1023,m108
2194,X1119,m103
2195,X1160,m116
2196,X1069,m119
2197,X1188,m108
2198,X1010,m119
2199,X1067,m111
2200,X1171,m113
2201,X1142,m106
2202,X1112,m112
2203,X1009,m108
2204,X1067,m113
2205,X1007,m104
2206,X1171,m102
2207,X1186,m106
2208,X1172,m110
2209,X1102,m112
2210,X1085,m105
2211,X1143,m116
2212,X1106,m117
2213,X1012,m103
2214,X1169,m113
2215,X1181,m117
2216,X1034,m101
2217,X1031,m101
2218,X1040,m108
2219,X1012,m118
2220,X1046,m119
2221,X1150,m102
2222,X1101,m119
2223,X1118,m106
2224,X1052,m115
2225,X1066,m118
2226,X1185,m109
2227,X1078,m103
2228,X1096,m103
2229,X1072,m115
2230,X1079,m109
2231,X1200,m113
2232,X1175,m118
2233,X1167,m113
2234,X1151,m115
2235,X1094,m113
2236,X1109,m119
2237,X1105,m120
2238,X1007,m115
2239,X1180,m111
2240,X1124,m101
2241,X1027,m114
2242,X1115,m116
2243,X1082,m109
2244,X1186,m109
2245,X1124,m106
2246,X1164,m112
2247,X1093,m107
2248,X1028,m117
2249,X1107,m105
2250,X1118,m105
2251,X1059,m104
2252,X1192,m103
2253,X1073,m102
2254,X1089,m110
2255,X1031,m105
2256,X1154,m114
2257,X1105,m105
2258,X1149,m116
2259,X1188,m103
2260,X1062,m112
2261,X1067,m105
2262,X1169,m116
2263,X1025,m105
2264,X1139,m113
2265,X1033,m102
2266,X1133,m106
2267,X1172,m110
2268,X1138,m115
2269,X1155,m107
2270,X1143,m107
2271,X1030,m120
2272,X1120,m110
2273,X1014,m109
2274,X1063,m112
2275,X1126,m109
2276,X1082,m111
2277,X1152,m106
2278,X1031,m118
2279,X1169,m116
2280,X1088,m102
2281,X1056,m102
2282,X1009,m112
2283,X1186,m101
2284,X1188,m108
2285,X1148,m117
2286,X1013,m119
2287,X1052,m111
2288,X1032,m104
2289,X1017,m104
2290,X1006,m118
2291,X1151,m117
2292,X1065,m105
2293,X1170,m120
2294,X1014,m101
2295,X1026,m103
2296,X1004,m114
2297,X1186,m116
2298,X1146,m114
2299,X1103,m108
2300,X1193,m105
2301,X1021,m115
2302,X1148,m111
2303,X1032,m113
2304,X1049,m114
2305,X1025,m116
2306,X1084,m113
2307,X1068,m110
2308,X1173,m120
2309,X1035,m108
2310,X1092,m103
2311,X1135,m105
2312,X1157,m117
2313,X1073,m105
2314,X1008,m105
2315,X1079,m112
2316,X1006,m118
2317,X1182,m112
2318,X1042,m111
2319,X1044,m104
2320,X1123,m119
2321,X1031,m105
2322,X1026,m104
2323,X1196,m110
2324,X1182,m112
2325,X1001,m109
2326,X1026,m105
2327,X1063,m104
2328,X1183,m108
2329,X1193,m104
2330,X1099,m116
2331,X1005,m108
2332,X1021,m113
2333,X1103,m119
2334,X1104,m116
2335,X1137,m115
2336,X1029,m111
2337,X1145,m105
2338,X1184,m119
2339,X1139,m118
2340,X1103,m106
2341,X1004,m107
2342,X1079,m110
2343,X1011,m114
2344,X1098,m108
2345,X1159,m115
2346,X1150,m102
2347,X1122,m119
2348,X1197,m108
2349,X1072,m113
2350,X1064,m105
2351,X1011,m101
2352,X1136,m113
2353,X1155,m111
2354,X1094,m111
2355,X1194,m110
2356,X1198,m118
2357,X1081,m108
2358,X1074,m113
2359,X1071,m120
2360,X1013,m101
2361,X1018,m104
2362,X1022,m114
2363,X1137,m101
2364,X1076,m106
2365,X1032,m112
2366,X1161,m106
2367,X1156,m112
2368,X1114,m115
2369,X1110,m115
2370,X1042,m118
2371,X1146,m120
2372,X1119,m111
2373,X1047,m120
2374,X1137,m104
2375,X1099,m109
2376,X1104,m102
2377,X1137,m105
2378,X1067,m110
2379,X1116,m117
2380,X1059,m102
2381,X1128,m117
2382,X1068,m114
2383,X1150,m112
2384,X1038,m109
2385,X1075,m109
2386,X1200,m115
2387,X1086,m106
2388,X1162,m116
2389,X1199,m102
2390,X1067,m106
2391,X1138,m118
2392,X1154,m115
2393,X1128,m101
2394,X1133,m110
2395,X1008,m104
2396,X1004,m103
2397,X1059,m116
2398,X1121,m107
2399,X1035,m118
2400,X1129,m105
2401,X1003,m115
2402,X1162,m118
2403,X1177,m101
2404,X1022,m101
2405,X1126,m111
2406,X1110,m103
2407,X1126,m113
2408,X1151,m113
2409,X1097,m106
2410,X1061,m115
2411,X1174,m120
2412,X1178,m119
2413,X1135,m117
2414,X1124,m116
2415,X1107,m119
2416,X1044,m116
2417,X1163,m116
2418,X1137,m108
2419,X1121,m104
2420,X1109,m118
2421,X1084,m110
2422,X1103,m111
2423,X1048,m101
2424,X1157,m115
2425,X1173,m109
2426,X1144,m116
2427,X1173,m105
2428,X1001,m108
2429,X1018,m101
2430,X1195,m112
2431,X1059,m120
2432,X1131,m109
2433,X1072,m119
2434,X1077,m103
2435,X1080,m105
2436,X1183,m107
2437,X1084,m103
2438,X1053,m116
2439,X1102,m109
2440,X1150,m107
2441,X1186,m112
2442,X1152,m118
2443,X1174,m105
2444,X1011,m118
2445,X1187,m107
2446,X1177,m115
2447,X1192,m116
2448,X1165,m111
2449,X1003,m115
2450,X1024,m110
2451,X1083,m118
2452,X1046,m114
2453,X1009,m118
2454,X1145,m111
2455,X1101,m106
2456,X1197,m117
2457,X1160,m112
2458,X1036,m107
2459,X1091,m111
2460,X1168,m109
2461,X1200,m118
2462,X1062,m113
2463,X1177,m107
2464,X1100,m110
2465,X1122,m106
2466,X1153,m118
2467,X1116,m105
2468,X1091,m113
2469,X1179,m115
2470,X1089,m104
2471,X1014,m115
2472,X1027,m113
2473,X1143,m108
2474,X1136,m105
2475,X1080,m101
2476,X1022,m111
2477,X1130,m101
2478,X1178,m110
2479,X1019,m119
2480,X1008,m104
2481,X1185,m103
2482,X1053,m117
2483,X1007,m115
2484,X1073,m120
2485,X1185,m113
2486,X1027,m105
2487,X1149,m104
2488,X1175,m103
2489,X1150,m113
2490,X1030,m113
2491,X1165,m116
2492,X1177,m112
2493,X1071,m104
2494,X1117,m107
2495,X1085,m105
2496,X1084,m105
2497,X1159,m108
2498,X1021,m108
2499,X1183,m117
2500,X1088,m114
2501,X1056,m106
2502,X1187,m115
2503,X1153,m106
2504,X1176,m116
2505,X1164,m116
2506,X1191,m117
2507,X1040,m117
2508,X1085,m108
2509,X1083,m114
2510,X1024,m110
2511,X1192,m106
2512,X1154,m112
2513,X1175,m114
2514,X1085,m104
2515,X1047,m120
2516,X1123,m103
2517,X1113,m107
2518,X1181,m118
2519,X1158,m112
2520,X1057,m120
2521,X1186,m116
2522,X1195,m108
2523,X1064,m104
2524,X1004,m113
2525,X1074,m107
2526,X1096,m109
2527,X1062,m107
2528,X1174,m103
2529,X1038,m104
2530,X1097,m108
2531,X1031,m118
2532,X1077,m104
2533,X1167,m120
2534,X1046,m112
2535,X1006,m116
2536,X1134,m109
2537,X1116,m106
2538,X1173,m120
2539,X1096,m120
2540,X1058,m115
2541,X1129,m109
2542,X1110,m105
2543,X1146,m118
2544,X1102,m101
2545,X1077,m105
2546,X1065,m108
2547,X1042,m119
2548,X1133,m105
2549,X1096,m106
2550,X1029,m101
2551,X1057,m102
2552,X1077,m105
2553,X1009,m120
2554,X1031,m108
2555,X1032,m119
2556,X1044,m116
2557,X1079,m116
2558,X1003,m115
2559,X1107,m116
2560,X1113,m104
2561,X1133,m114
2562,X1034,m118
2563,X1032,m105
2564,X1120,m111
2565,X1131,m112
2566,X1066,m119
2567,X1030,m119
2568,X1197,m113
2569,X1137,m116
2570,X1078,m116
2571,X1151,m102
2572,X1132,m114
2573,X1076,m108
2574,X1087,m118
2575,X1098,m106
2576,X1029,m102
2577,X1195,m104
2578,X1001,m102
2579,X1095,m103
2580,X1075,m113
2581,X1162,m113
2582,X1135,m118
2583,X1030,m118
2584,X1066,m109
2585,X1005,m120
2586,X1186,m116
2587,X1144,m104
2588,X1106,m117
2589,X1167,m107
2590,X1160,m114
2591,X1122,m103
2592,X1193,m115
2593,X1104,m102
2594,X1036,m103
2595,X1096,m107
2596,X1129,m105
2597,X1113,m107
2598,X1192,m120
2599,X1048,m113
2600,X1049,m109
2601,X1016,m120
2602,X1027,m112
2603,X1047,m111
2604,X1095,m113
2605,X1159,m107
2606,X1044,m101
2607,X1039,m107
2608,X1017,m120
2609,X1080,m116
2610,X1126,m118
2611,X1158,m103
2612,X1034,m116
2613,X1133,m111
2614,X1023,m106
2615,X1123,m118
2616,X1066,m113
2617,X1180,m104
2618,X1058,m116
2619,X1130,m120
2620,X1150,m114
2621,X1086,m114
2622,X1121,m118
2623,X1017,m102
2624,X1069,m108
2625,X1019,m115
2626,X1080,m111
2627,X1003,m107
2628,X1051,m118
2629,X1040,m102
2630,X1071,m108
2631,X1128,m107
2632,X1002,m118
2633,X1062,m110
2634,X1024,m112
2635,X1189,m108
2636,X1011,m104
2637,X1114,m114
2638,X1037,m116
2639,X1105,m101
2640,X1200,m111
2641,X1051,m105
2642,X1197,m104
2643,X1125,m102
2644,X1153,m117
2645,X1139,m118
2646,X1139,m116
2647,X1145,m113
2648,X1087,m110
2649,X1010,m109
2650,X1108,m103
2651,X1100,m105
2652,X1102,m105
2653,X1153,m118
2654,X1102,m102
2655,X1010,m103
2656,X1095,m115
2657,X1092,m117
2658,X1055,m117
2659,X1099,m105
2660,X1094,m119
2661,X1092,m115
2662,X1119,m111
2663,X1013,m101
2664,X1167,m114
2665,X1166,m116
2666,X1113,m101
2667,X1146,m114
2668,X1086,m116
2669,X1020,m117
2670,X1166,m112
2671,X1010,m102
2672,X1036,m103
2673,X1168,m104
2674,X1175,m114
2675,X1194,m111
2676,X1171,m106
2677,X1185,m115
2678,X1052,m117
2679,X1062,m117
2680,X1130,m106
2681,X1151,m104
2682,X1138,m115
2683,X1182,m107
2684,X1028,m109
2685,X1191,m108
2686,X1076,m120
2687,X1035,m115
2688,X1015,m105
2689,X1195,m114
2690,X1069,m117
2691,X1085,m101
2692,X1041,m117
2693,X1141,m118
2694,X1017,m113
2695,X1147,m111
2696,X1110,m117
2697,X1018,m119
2698,X1028,m110
2699,X1198,m120
2700,X1136,m119
2701,X1092,m115
2702,X1194,m110
2703,X1044,m116
2704,X1195,m106
2705,X1116,m112
2706,X1059,m119
2707,X1102,m120
2708,X1134,m115
2709,X1070,m109
2710,X1169,m119
2711,X1158,m114
2712,X1057,m114
2713,X1052,m119
2714,X1041,m108
2715,X1092,m112
2716,X1175,m111
2717,X1055,m104
2718,X1087,m101
2719,X1009,m108
2720,X1183,m112
2721,X1106,m107
2722,X1032,m110
2723,X1177,m110
2724,X1042,m117
2725,X1143,m108
2726,X1198,m111
2727,X1191,m114
2728,X1062,m102
2729,X1098,m115
2730,X1139,m109
2731,X1155,m111
2732,X1193,m119
2733,X1089,m120
2734,X1061,m112
2735,X1123,m120
2736,X1076,m115
2737,X1016,m107
2738,X1130,m102
2739,X1066,m103
2740,X1083,m110
2741,X1031,m110
2742,X1124,m118
2743,X1020,m104
2744,X1050,m118
2745,X1083,m102
2746,X1124,m102
2747,X1047,m118
2748,X1093,m113
2749,X1137,m110
2750,X1036,m120
2751,X1112,m107
2752,X1164,m111
2753,X1090,m106
2754,X1046,m103
2755,X1156,m110
2756,X1090,m111
2757,X1132,m105
2758,X1128,m116
2759,X1179,m105
2760,X1169,m109
2761,X1147,m120
2762,X1044,m117
2763,X1034,m113
2764,X1161,m104
2765,X1085,m114
2766,X1058,m104
2767,X1011,m116
2768,X1113,m103
2769,X1112,m102
2770,X1148,m116
2771,X1112,m107
2772,X1190,m106
2773,X1119,m102
2774,X1144,m108
2775,X1121,m103
2776,X1175,m118
2777,X1065,m119
2778,X1042,m116
2779,X1142,m116
2780,X1154,m112
2781,X1106,m114
2782,X1082,m110
2783,X1017,m110
2784,X1128,m110
2785,X1065,m114
2786,X1125,m113
2787,X1098,m114
2788,X1013,m116
2789,X1035,m112
2790,X1176,m108
2791,X1187,m102
2792,X1119,m114
2793,X1169,m113
2794,X1119,m114
2795,X1007,m109
2796,X1181,m105
2797,X1021,m105
2798,X1151,m118
2799,X1138,m120
2800,X1173,m120
2801,X1165,m114
2802,X1168,m118
2803,X1028,m105
2804,X1198,m108
2805,X1081,m118
2806,X1007,m114
2807,X1159,m103
2808,X1144,m101
2809,X1159,m101
2810,X1010,m111
2811,X1054,m103
2812,X1157,m117
2813,X1091,m117
2814,X1194,m105
2815,X1175,m118
2816,X1126,m104
2817,X1047,m113
2818,X1177,m117
2819,X1114,m111
2820,X1110,m115
2821,X1180,m101
2822,X1153,m119
2823,X1129,m108
2824,X1051,m119
2825,X1191,m109
2826,X1033,m102
2827,X1049,m106
2828,X1171,m119
2829,X1107,m109
2830,X1165,m112
2831,X1083,m107
2832,X1088,m101
2833,X1080,m106
2834,X1102,m120
2835,X1195,m106
2836,X1168,m108
2837,X1135,m110
2838,X1098,m106
2839,X1048,m112
2840,X1013,m117
2841,X1008,m104
2842,X1127,m118
2843,X1158,m116
2844,X1085,m106
2845,X1096,m116
2846,X1154,m115
2847,X1149,m106
2848,X1086,m102
2849,X1075,m120
2850,X1105,m110
2851,X1058,m110
2852,X1098,m112
2853,X1141,m105
2854,X1019,m111
2855,X1123,m105
2856,X1067,m120
2857,X1046,m105
2858,X1151,m105
2859,X1198,m115
2860,X1035,m110
2861,X1091,m107
2862,X1071,m109
2863,X1050,m109
2864,X1027,m111
2865,X1069,m103
2866,X1134,m109
2867,X1166,m112
2868,X1066,m119
2869,X1179,m109
2870,X1196,m106
2871,X1154,m105
2872,X1046,m114
2873,X1053,m106
2874,X1022,m114
2875,X1188,m103
2876,X1118,m106
2877,X1122,m104
2878,X1077,m108
2879,X1148,m115
2880,X1153,m116
2881,X1132,m108
2882,X1010,m110
2883,X1122,m106
2884,X1153,m107
2885,X1045,m119
2886,X1080,m115
2887,X1083,m108
2888,X1027,m113
2889,X1182,m111
2890,X1168,m119
2891,X1163,m120
2892,X1169,m120
2893,X1021,m119
2894,X1009,m103
2895,X1190,m111
2896,X1137,m115
