レシートNo,日,時間,顧客ID,税抜価格,税抜単価,個数,大カテゴリ番号,大カテゴリ名,中カテゴリ番号,中カテゴリ名,小カテゴリ番号,小カテゴリ名
1458,7,17,1701,245,245,1,13,畜産,1313,精肉加工品,131312,鶏卵
1458,7,17,1701,265,265,1,13,畜産,1313,精肉加工品,131314,ハムステーキ
1458,7,17,1701,285,285,1,13,畜産,1312,鶏肉,131212,ブランド鶏
1459,7,17,1150,90,90,1,11,農産,1113,野菜,111374,長芋
1459,7,17,1150,95,95,1,15,穀物類,1512,パン,151213,菓子パン
1459,7,17,1150,95,95,1,15,穀物類,1512,パン,151213,菓子パン
1459,7,17,1150,95,95,1,15,穀物類,1512,パン,151213,菓子パン
1459,7,17,1150,95,95,1,19,菓子,1915,生菓子,191513,和風生菓子
1459,7,17,1150,120,120,1,19,菓子,1915,生菓子,191512,洋風生菓子
1459,7,17,1150,120,120,1,19,菓子,1915,生菓子,191512,洋風生菓子
1459,7,17,1150,130,130,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1459,7,17,1150,140,140,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1459,7,17,1150,140,140,1,19,菓子,1918,冷凍菓子,191811,洋風冷凍菓子
1459,7,17,1150,150,150,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1459,7,17,1150,155,155,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1459,7,17,1150,160,160,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1459,7,17,1150,165,165,1,13,畜産,1313,精肉加工品,131312,鶏卵
1459,7,17,1150,165,165,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1460,7,17,1324,180,180,1,18,惣菜,1813,弁当,181311,パン惣菜
1460,7,17,1324,185,185,1,11,農産,1113,野菜,111211,アスパラガス
1460,7,17,1324,195,195,1,11,農産,1111,果物,111121,バナナ
1460,7,17,1324,245,245,1,17,即席食品,1716,冷凍食品,171614,冷凍米飯
1460,7,17,1324,265,265,1,13,畜産,1313,精肉加工品,131312,鶏卵
1460,7,17,1324,500,500,1,18,惣菜,1813,弁当,181311,パン惣菜
1461,7,17,1904,90,90,1,11,農産,1113,野菜,111368,人参
1461,7,17,1904,95,95,1,20,飲料,2013,乳系飲料,201314,乳酸菌飲料
1461,7,17,1904,475,95,5,18,惣菜,1811,惣菜,181114,焼物惣菜
1461,7,17,1904,135,135,1,15,穀物類,1516,麺類,151612,ゆでうどん
1461,7,17,1904,140,140,1,15,穀物類,1512,パン,151212,ロールパン
1461,7,17,1904,155,155,1,16,加工食品,1617,漬物,161711,漬物
1461,7,17,1904,160,160,1,11,農産,1113,野菜,111354,ミニトマト
1461,7,17,1904,170,170,1,20,飲料,2013,乳系飲料,201314,乳酸菌飲料
1461,7,17,1904,190,190,1,19,菓子,1911,アイスクリーム,191113,マルチパックアイス
1461,7,17,1904,200,200,1,12,水産,1212,刺身類,121144,その他刺身
1461,7,17,1904,645,645,1,12,水産,1212,刺身類,121144,その他刺身
1461,7,17,1904,3000,1500,2,15,穀物類,1515,米,151511,うるち米
1462,7,17,1593,50,50,1,18,惣菜,1811,惣菜,181111,サラダ惣菜
1462,7,17,1593,50,50,1,18,惣菜,1811,惣菜,181111,サラダ惣菜
1462,7,17,1593,70,70,1,20,飲料,2012,清涼飲料,201214,炭酸飲料
1462,7,17,1593,70,70,1,20,飲料,2012,清涼飲料,201214,炭酸飲料
1462,7,17,1593,85,85,1,20,飲料,2012,清涼飲料,201214,炭酸飲料
1462,7,17,1593,95,95,1,15,穀物類,1512,パン,151213,菓子パン
1462,7,17,1593,95,95,1,15,穀物類,1512,パン,151213,菓子パン
1462,7,17,1593,150,150,1,19,菓子,1912,ゼリー・プリン,191212,プリン
1462,7,17,1593,285,285,1,18,惣菜,1811,惣菜,181117,揚物惣菜
1462,7,17,1593,370,370,1,18,惣菜,1813,弁当,181312,寿司惣菜
1462,7,17,1593,475,475,1,18,惣菜,1813,弁当,181314,弁当
1463,7,17,1369,130,130,1,15,穀物類,1512,パン,151214,食パン
1463,7,17,1369,140,140,1,15,穀物類,1512,パン,151214,食パン
1464,7,17,1466,100,100,1,15,穀物類,1512,パン,151214,食パン
1464,7,17,1466,260,260,1,16,加工食品,1617,漬物,161711,漬物
1464,7,17,1466,285,285,1,16,加工食品,1617,漬物,161711,漬物
1465,7,17,1163,20,20,1,11,農産,1113,野菜,111356,もやし
1465,7,17,1163,75,75,1,16,加工食品,1614,水物,161414,納豆
1465,7,17,1163,90,90,1,11,農産,1113,野菜,111340,なす
1465,7,17,1163,90,90,1,11,農産,1113,野菜,111348,ピーマン
1465,7,17,1163,90,90,1,11,農産,1113,野菜,111351,ホウレン草
1465,7,17,1163,90,90,1,11,農産,1113,野菜,111371,大根
1465,7,17,1163,95,95,1,15,穀物類,1512,パン,151213,菓子パン
1465,7,17,1163,95,95,1,15,穀物類,1512,パン,151215,調理パン
1465,7,17,1163,95,95,1,20,飲料,2012,清涼飲料,201111,コーヒー飲料
1465,7,17,1163,100,100,1,14,乾物類,1414,農産乾物,141416,春雨
1465,7,17,1163,100,100,1,15,穀物類,1512,パン,151214,食パン
1465,7,17,1163,130,130,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1465,7,17,1163,140,140,1,19,菓子,1918,冷凍菓子,191811,洋風冷凍菓子
1465,7,17,1163,165,165,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1465,7,17,1163,265,265,1,13,畜産,1314,精肉類,131411,ひき肉
1465,7,17,1163,330,330,1,16,加工食品,1616,調味料,161617,ごま油
1465,7,17,1163,360,360,1,16,加工食品,1616,調味料,161617,ごま油
1466,7,17,1543,75,75,1,16,加工食品,1618,乳製品,161816,ヨーグルト
1466,7,17,1543,90,90,1,19,菓子,1915,生菓子,191512,洋風生菓子
1466,7,17,1543,90,90,1,19,菓子,1915,生菓子,191512,洋風生菓子
1466,7,17,1543,95,95,1,19,菓子,1912,ゼリー・プリン,191213,その他ゼリー・プリン
1466,7,17,1543,130,130,1,18,惣菜,1813,弁当,181311,パン惣菜
1466,7,17,1543,130,130,1,13,畜産,1313,精肉加工品,131314,ハムステーキ
1466,7,17,1543,135,135,1,18,惣菜,1811,惣菜,181114,焼物惣菜
1466,7,17,1543,570,285,2,19,菓子,1915,生菓子,191511,中華生菓子
1466,7,17,1543,285,285,1,19,菓子,1915,生菓子,191513,和風生菓子
1466,7,17,1543,500,500,1,18,惣菜,1813,弁当,181311,パン惣菜
1467,7,17,1423,90,90,1,11,農産,1113,野菜,111375,長葱
1467,7,17,1423,100,100,1,16,加工食品,1614,水物,161413,豆腐
1467,7,17,1423,115,115,1,16,加工食品,1614,水物,161416,油揚げ
1467,7,17,1423,150,150,1,16,加工食品,1618,乳製品,161816,ヨーグルト
1467,7,17,1423,160,160,1,18,惣菜,1812,半惣菜,181214,中華半惣菜
1467,7,17,1423,180,180,1,12,水産,1211,塩干加工品,121115,しらす
1467,7,17,1423,190,190,1,16,加工食品,1613,水産加工品,161313,水産珍味
1467,7,17,1423,265,265,1,13,畜産,1315,豚肉,131512,ブランド豚
1467,7,17,1423,275,275,1,16,加工食品,1616,調味料,161647,中華だし
1467,7,17,1423,295,295,1,16,加工食品,1616,調味料,161647,中華だし
1467,7,17,1423,50,50,1,18,惣菜,1813,弁当,181311,パン惣菜
1467,7,17,1423,95,95,1,18,惣菜,1811,惣菜,181117,揚物惣菜
1467,7,17,1423,175,175,1,16,加工食品,1616,調味料,161632,マスタード
1467,7,17,1423,190,190,1,16,加工食品,1616,調味料,161632,マスタード
1467,7,17,1423,190,190,1,16,加工食品,1616,調味料,161632,マスタード
1467,7,17,1423,230,230,1,13,畜産,1313,精肉加工品,131313,ソーセージ
1467,7,17,1423,250,250,1,13,畜産,1313,精肉加工品,131313,ソーセージ
1468,7,18,1244,50,50,1,19,菓子,1916,乾菓子,191622,和風乾菓子
1468,7,18,1244,55,55,1,12,水産,1211,塩干加工品,121132,水産粕漬
1468,7,18,1244,190,95,2,15,穀物類,1512,パン,151213,菓子パン
1468,7,18,1244,100,100,1,12,水産,1211,塩干加工品,121227,その他冷凍魚
1468,7,18,1244,100,100,1,16,加工食品,1613,水産加工品,161314,その他水産加工品
1468,7,18,1244,135,135,1,16,加工食品,1613,水産加工品,161313,水産珍味
1468,7,18,1244,140,140,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1468,7,18,1244,155,155,1,19,菓子,1914,つまみ菓子,191411,水産つまみ菓子
1468,7,18,1244,160,160,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1468,7,18,1244,190,190,1,13,畜産,1313,精肉加工品,131311,味付け肉
1468,7,18,1244,270,270,1,13,畜産,1314,精肉類,131411,ひき肉
1468,7,18,1244,350,350,1,13,畜産,1315,豚肉,131512,ブランド豚
1468,7,18,1244,3000,1500,2,15,穀物類,1515,米,151511,うるち米
1469,7,18,1099,95,95,1,19,菓子,1916,乾菓子,191615,チョコレート
1469,7,18,1099,160,160,1,12,水産,1212,刺身類,121141,サーモン
1469,7,18,1099,360,360,1,12,水産,1212,刺身類,121144,その他刺身
1469,7,18,1099,450,450,1,19,菓子,1917,製菓材料,191711,その他製菓材料
1470,7,18,1643,20,20,1,11,農産,1113,野菜,111356,もやし
1470,7,18,1643,150,50,3,19,菓子,1911,アイスクリーム,191111,アイスクリーム
1470,7,18,1643,55,55,1,11,農産,1113,野菜,111342,ニラ
1470,7,18,1643,90,90,1,11,農産,1113,野菜,111371,大根
1470,7,18,1643,100,100,1,11,農産,1113,野菜,111379,白菜
1470,7,18,1643,145,145,1,11,農産,1113,野菜,111361,レタス
1470,7,18,1643,160,160,1,18,惣菜,1813,弁当,181311,パン惣菜
1470,7,18,1643,185,185,1,11,農産,1113,野菜,111211,アスパラガス
1470,7,18,1643,190,190,1,19,菓子,1911,アイスクリーム,191113,マルチパックアイス
1470,7,18,1643,230,230,1,11,農産,1113,野菜,111373,地場野菜
1470,7,18,1643,245,245,1,21,酒類,2113,ビール類,211311,ビール
1470,7,18,1643,470,470,1,13,畜産,1315,豚肉,131512,ブランド豚
1471,7,19,1851,80,80,1,11,農産,1113,野菜,111318,キャベツ
1471,7,19,1851,135,135,1,11,農産,1111,果物,111121,バナナ
1471,7,19,1851,170,170,1,16,加工食品,1616,調味料,161644,醤油
1471,7,19,1851,185,185,1,11,農産,1113,野菜,111340,なす
1471,7,19,1851,580,580,1,13,畜産,1315,豚肉,131512,ブランド豚
1472,7,19,1194,20,20,1,11,農産,1113,野菜,111356,もやし
1472,7,19,1194,85,85,1,18,惣菜,1813,弁当,181311,パン惣菜
1472,7,19,1194,90,90,1,18,惣菜,1813,弁当,181311,パン惣菜
1472,7,19,1194,90,90,1,18,惣菜,1813,弁当,181311,パン惣菜
1472,7,19,1194,95,95,1,15,穀物類,1512,パン,151213,菓子パン
1472,7,19,1194,100,100,1,11,農産,1113,野菜,111311,えのき
1472,7,19,1194,100,100,1,16,加工食品,1614,水物,161413,豆腐
1472,7,19,1194,105,105,1,18,惣菜,1813,弁当,181311,パン惣菜
1473,7,19,1120,90,90,1,11,農産,1113,野菜,111340,なす
1473,7,19,1120,90,90,1,11,農産,1113,野菜,111375,長葱
1473,7,19,1120,140,140,1,18,惣菜,1813,弁当,181311,パン惣菜
1473,7,19,1120,155,155,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1473,7,19,1120,155,155,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1473,7,19,1120,175,175,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1473,7,19,1120,190,190,1,17,即席食品,1716,冷凍食品,171611,冷凍菓子
1473,7,19,1120,190,190,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1473,7,19,1120,210,210,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1473,7,19,1120,210,210,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1473,7,19,1120,225,225,1,13,畜産,1313,精肉加工品,131314,ハムステーキ
1473,7,19,1120,305,305,1,18,惣菜,1813,弁当,181312,寿司惣菜
1474,7,20,1376,90,30,3,11,農産,1113,野菜,111327,じゃが芋
1474,7,20,1376,90,30,3,11,農産,1113,野菜,111363,玉葱
1474,7,20,1376,180,90,2,11,農産,1113,野菜,111351,ホウレン草
1474,7,20,1376,90,90,1,11,農産,1113,野菜,111371,大根
1474,7,20,1376,90,90,1,11,農産,1113,野菜,111375,長葱
1474,7,20,1376,95,95,1,11,農産,1113,野菜,111318,キャベツ
1474,7,20,1376,95,95,1,15,穀物類,1516,麺類,151612,ゆでうどん
1474,7,20,1376,110,110,1,16,加工食品,1616,調味料,161630,ふりかけ
1474,7,20,1376,240,120,2,16,加工食品,1614,水物,161413,豆腐
1474,7,20,1376,140,140,1,15,穀物類,1512,パン,151214,食パン
1474,7,20,1376,140,140,1,20,飲料,2012,清涼飲料,201111,コーヒー飲料
1474,7,20,1376,145,145,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1474,7,20,1376,155,155,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1474,7,20,1376,160,160,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1474,7,20,1376,190,190,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1474,7,20,1376,195,195,1,16,加工食品,1616,調味料,161624,ソース
1474,7,20,1376,200,200,1,11,農産,1114,野菜加工品,111418,冷凍枝豆
1474,7,20,1376,210,210,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1474,7,20,1376,210,210,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1474,7,20,1376,240,240,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1474,7,20,1376,255,255,1,14,乾物類,1413,水産乾物,141313,乾燥わかめ
1474,7,20,1376,295,295,1,13,畜産,1311,牛肉,131112,国産牛
1474,7,20,1376,335,335,1,13,畜産,1311,牛肉,131112,国産牛
1474,7,20,1376,460,460,1,11,農産,1111,果物,111128,メロン
1474,7,20,1376,2095,2095,1,15,穀物類,1515,米,151511,うるち米
1474,7,20,1376,190,95,2,19,菓子,1911,アイスクリーム,191111,アイスクリーム
1474,7,20,1376,95,95,1,19,菓子,1911,アイスクリーム,191111,アイスクリーム
1475,7,20,1669,95,95,1,18,惣菜,1813,弁当,181312,寿司惣菜
1475,7,20,1669,140,140,1,17,即席食品,1716,冷凍食品,171611,冷凍菓子
1475,7,20,1669,140,140,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1475,7,20,1669,145,145,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1475,7,20,1669,155,155,1,17,即席食品,1716,冷凍食品,171612,冷凍ピザ・グラタン
1475,7,20,1669,160,160,1,17,即席食品,1716,冷凍食品,171611,冷凍菓子
1475,7,20,1669,160,160,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1475,7,20,1669,240,240,1,18,惣菜,1813,弁当,181312,寿司惣菜
1475,7,20,1669,1580,1580,1,15,穀物類,1515,米,151511,うるち米
1476,7,20,1307,20,20,1,11,農産,1113,野菜,111356,もやし
1476,7,20,1307,60,60,1,18,惣菜,1813,弁当,181311,パン惣菜
1476,7,20,1307,65,65,1,18,惣菜,1813,弁当,181311,パン惣菜
1476,7,20,1307,75,75,1,18,惣菜,1813,弁当,181311,パン惣菜
1476,7,20,1307,75,75,1,18,惣菜,1813,弁当,181311,パン惣菜
1476,7,20,1307,80,80,1,18,惣菜,1813,弁当,181311,パン惣菜
1476,7,20,1307,80,80,1,18,惣菜,1813,弁当,181311,パン惣菜
1476,7,20,1307,90,90,1,11,農産,1113,野菜,111340,なす
1476,7,20,1307,90,90,1,11,農産,1113,野菜,111348,ピーマン
1476,7,20,1307,130,130,1,18,惣菜,1811,惣菜,181117,揚物惣菜
1476,7,20,1307,145,145,1,13,畜産,1314,精肉類,131411,ひき肉
1476,7,20,1307,145,145,1,16,加工食品,1616,調味料,161625,中華調味料
1476,7,20,1307,150,150,1,15,穀物類,1516,麺類,151611,むし焼そば
1476,7,20,1307,190,190,1,21,酒類,2113,ビール類,211311,ビール
1476,7,20,1307,200,200,1,13,畜産,1315,豚肉,131512,ブランド豚
1476,7,20,1307,210,210,1,21,酒類,2118,日本酒,211811,清酒
1477,7,20,1748,30,30,1,11,農産,1113,野菜,111318,キャベツ
1477,7,20,1748,70,70,1,20,飲料,2012,清涼飲料,201213,ミネラルウォーター
1477,7,20,1748,100,100,1,20,飲料,2012,清涼飲料,201215,茶系飲料
1477,7,20,1748,155,155,1,16,加工食品,1617,漬物,161711,漬物
1477,7,20,1748,160,160,1,16,加工食品,1616,調味料,161637,わさび調味料
1477,7,20,1748,320,160,2,17,即席食品,1716,冷凍食品,171615,冷凍麺
1477,7,20,1748,185,185,1,18,惣菜,1813,弁当,181312,寿司惣菜
1477,7,20,1748,205,205,1,13,畜産,1315,豚肉,131511,国産豚
1477,7,20,1748,420,210,2,17,即席食品,1716,冷凍食品,171615,冷凍麺
1477,7,20,1748,420,210,2,17,即席食品,1716,冷凍食品,171615,冷凍麺
1477,7,20,1748,215,215,1,11,農産,1113,野菜,111363,玉葱
1477,7,20,1748,220,220,1,13,畜産,1315,豚肉,131511,国産豚
1477,7,20,1748,235,235,1,13,畜産,1315,豚肉,131511,国産豚
1477,7,20,1748,240,240,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1477,7,20,1748,240,240,1,17,即席食品,1716,冷凍食品,171614,冷凍米飯
1477,7,20,1748,250,250,1,17,即席食品,1716,冷凍食品,171614,冷凍米飯
1477,7,20,1748,270,270,1,13,畜産,1315,豚肉,131511,国産豚
1477,7,20,1748,275,275,1,18,惣菜,1813,弁当,181311,パン惣菜
1477,7,20,1748,275,275,1,18,惣菜,1813,弁当,181311,パン惣菜
1477,7,20,1748,275,275,1,18,惣菜,1813,弁当,181311,パン惣菜
1477,7,20,1748,300,300,1,17,即席食品,1716,冷凍食品,171614,冷凍米飯
1477,7,20,1748,760,380,2,13,畜産,1313,精肉加工品,131311,味付け肉
1477,7,20,1748,425,425,1,16,加工食品,1611,その他日配食品,161114,その他和風食品
1477,7,20,1748,460,460,1,16,加工食品,1611,その他日配食品,161114,その他和風食品
1478,7,20,1223,75,75,1,15,穀物類,1512,パン,151213,菓子パン
1478,7,20,1223,85,85,1,19,菓子,1912,ゼリー・プリン,191211,ゼリー
1478,7,20,1223,85,85,1,19,菓子,1912,ゼリー・プリン,191211,ゼリー
1478,7,20,1223,95,95,1,15,穀物類,1512,パン,151213,菓子パン
1478,7,20,1223,95,95,1,15,穀物類,1512,パン,151215,調理パン
1478,7,20,1223,95,95,1,19,菓子,1915,生菓子,191512,洋風生菓子
1478,7,20,1223,100,100,1,15,穀物類,1512,パン,151214,食パン
1478,7,20,1223,115,115,1,18,惣菜,1813,弁当,181311,パン惣菜
1478,7,20,1223,240,120,2,20,飲料,2012,清涼飲料,201215,茶系飲料
1478,7,20,1223,120,120,1,20,飲料,2012,清涼飲料,201215,茶系飲料
1478,7,20,1223,125,125,1,15,穀物類,1512,パン,151215,調理パン
1478,7,20,1223,260,130,2,12,水産,1211,塩干加工品,121139,冷凍切身
1478,7,20,1223,190,190,1,19,菓子,1911,アイスクリーム,191113,マルチパックアイス
1478,7,20,1223,370,370,1,13,畜産,1311,牛肉,131113,輸入牛
1479,7,20,1143,20,20,1,11,農産,1113,野菜,111356,もやし
1479,7,20,1143,100,100,1,11,農産,1113,野菜,111350,ベビーリーフ
1479,7,20,1143,135,135,1,11,農産,1111,果物,111111,アボカド
1479,7,20,1143,190,190,1,20,飲料,2013,乳系飲料,201314,乳酸菌飲料
1479,7,20,1143,200,200,1,12,水産,1213,鮮魚,121319,かれい
1479,7,20,1143,380,380,1,11,農産,1113,野菜,111339,トマト
1479,7,20,1143,410,410,1,12,水産,1211,塩干加工品,121119,たらこ
1479,7,20,1143,445,445,1,12,水産,1211,塩干加工品,121119,たらこ
1480,7,11,1277,20,20,1,11,農産,1113,野菜,111356,もやし
1480,7,11,1277,80,80,1,11,農産,1113,野菜,111318,キャベツ
1480,7,11,1277,100,100,1,19,菓子,1914,つまみ菓子,191414,その他つまみ菓子
1480,7,11,1277,220,110,2,18,惣菜,1813,弁当,181313,米飯惣菜
1480,7,11,1277,115,115,1,16,加工食品,1614,水物,161414,納豆
1480,7,11,1277,260,130,2,17,即席食品,1715,即席麺,171511,カップ麺
1480,7,11,1277,140,140,1,19,菓子,1916,乾菓子,191621,洋風乾菓子
1480,7,11,1277,170,170,1,19,菓子,1916,乾菓子,191615,チョコレート
1480,7,11,1277,200,200,1,17,即席食品,1716,冷凍食品,171611,冷凍菓子
1480,7,11,1277,205,205,1,19,菓子,1916,乾菓子,191620,米菓
1480,7,11,1277,210,210,1,18,惣菜,1813,弁当,181313,米飯惣菜
1480,7,11,1277,245,245,1,18,惣菜,1811,惣菜,181111,サラダ惣菜
1480,7,11,1277,265,265,1,16,加工食品,1617,漬物,161711,漬物
1480,7,11,1277,340,340,1,17,即席食品,1716,冷凍食品,171612,冷凍ピザ・グラタン
1480,7,11,1277,550,550,1,13,畜産,1312,鶏肉,131212,ブランド鶏
1481,7,11,1023,90,90,1,11,農産,1113,野菜,111340,なす
1481,7,11,1023,155,155,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1481,7,11,1023,160,160,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1481,7,11,1023,160,160,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1481,7,11,1023,170,170,1,16,加工食品,1618,乳製品,161816,ヨーグルト
1481,7,11,1023,180,180,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1481,7,11,1023,190,190,1,15,穀物類,1512,パン,151211,フランスパン
1481,7,11,1023,190,190,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1481,7,11,1023,250,250,1,13,畜産,1313,精肉加工品,131313,ソーセージ
1482,7,11,1984,95,95,1,16,加工食品,1618,乳製品,161816,ヨーグルト
1482,7,11,1984,350,350,1,18,惣菜,1813,弁当,181313,米飯惣菜
1482,7,11,1984,380,380,1,18,惣菜,1813,弁当,181313,米飯惣菜
1482,7,11,1984,60,60,1,16,加工食品,1620,練物,161913,おでん種
1482,7,11,1984,60,60,1,17,即席食品,1712,レトルト惣菜,171217,レトルトハンバーグ
1482,7,11,1984,145,145,1,11,農産,1113,野菜,111361,レタス
1482,7,11,1984,180,180,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1482,7,11,1984,180,180,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1483,7,12,1256,90,30,3,11,農産,1113,野菜,111363,玉葱
1483,7,12,1256,95,95,1,16,加工食品,1617,漬物,161711,漬物
1483,7,12,1256,130,130,1,17,即席食品,1715,即席麺,171511,カップ麺
1483,7,12,1256,135,135,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1483,7,12,1256,140,140,1,17,即席食品,1715,即席麺,171511,カップ麺
1483,7,12,1256,145,145,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1483,7,12,1256,155,155,1,11,農産,1113,野菜,111370,青葱
1483,7,12,1256,155,155,1,20,飲料,2013,乳系飲料,201314,乳酸菌飲料
1483,7,12,1256,155,155,1,20,飲料,2013,乳系飲料,201314,乳酸菌飲料
1483,7,12,1256,155,155,1,20,飲料,2013,乳系飲料,201314,乳酸菌飲料
1483,7,12,1256,165,165,1,13,畜産,1313,精肉加工品,131312,鶏卵
1483,7,12,1256,270,270,1,12,水産,1211,塩干加工品,121124,ボイルたこ
1483,7,12,1256,285,285,1,15,穀物類,1514,粉類,151417,その他粉類
1483,7,12,1256,320,320,1,12,水産,1211,塩干加工品,121124,ボイルたこ
1483,7,12,1256,350,350,1,18,惣菜,1811,惣菜,181117,揚物惣菜
1483,7,12,1256,370,370,1,18,惣菜,1813,弁当,181313,米飯惣菜
1483,7,12,1256,380,380,1,12,水産,1211,塩干加工品,121219,その他海草
1483,7,12,1256,475,475,1,13,畜産,1313,精肉加工品,131313,ソーセージ
1483,7,12,1256,580,580,1,13,畜産,1315,豚肉,131512,ブランド豚
1483,7,12,1256,1025,1025,1,21,酒類,2113,ビール類,211311,ビール
1484,7,12,1221,45,45,1,15,穀物類,1512,パン,151213,菓子パン
1484,7,12,1221,70,70,1,15,穀物類,1512,パン,151215,調理パン
1484,7,12,1221,80,80,1,15,穀物類,1512,パン,151215,調理パン
1484,7,12,1221,180,90,2,11,農産,1113,野菜,111338,とうもろこし
1484,7,12,1221,90,90,1,11,農産,1113,野菜,111347,パプリカ
1484,7,12,1221,710,710,1,20,飲料,2012,清涼飲料,201211,スポーツ飲料
1485,7,13,1139,45,45,1,16,加工食品,1618,乳製品,161816,ヨーグルト
1485,7,13,1139,45,45,1,16,加工食品,1618,乳製品,161816,ヨーグルト
1485,7,13,1139,55,55,1,15,穀物類,1512,パン,151213,菓子パン
1485,7,13,1139,65,65,1,16,加工食品,1614,水物,161413,豆腐
1485,7,13,1139,90,90,1,11,農産,1113,野菜,111375,長葱
1485,7,13,1139,95,95,1,15,穀物類,1512,パン,151213,菓子パン
1485,7,13,1139,200,100,2,12,水産,1211,塩干加工品,121227,その他冷凍魚
1485,7,13,1139,140,140,1,15,穀物類,1512,パン,151214,食パン
1485,7,13,1139,145,145,1,16,加工食品,1616,調味料,161625,中華調味料
1485,7,13,1139,145,145,1,16,加工食品,1616,調味料,161636,洋風調味料
1485,7,13,1139,150,150,1,16,加工食品,1616,調味料,161633,マヨネーズ
1485,7,13,1139,165,165,1,11,農産,1114,野菜加工品,111419,冷凍野菜
1485,7,13,1139,200,200,1,11,農産,1114,野菜加工品,111418,冷凍枝豆
1485,7,13,1139,420,210,2,17,即席食品,1716,冷凍食品,171615,冷凍麺
1485,7,13,1139,260,260,1,17,即席食品,1716,冷凍食品,171615,冷凍麺
1485,7,13,1139,270,270,1,17,即席食品,1716,冷凍食品,171611,冷凍菓子
1486,7,13,1440,20,20,1,11,農産,1113,野菜,111356,もやし
1486,7,13,1440,90,30,3,11,農産,1113,野菜,111319,キュウリ
1486,7,13,1440,90,30,3,11,農産,1113,野菜,111363,玉葱
1486,7,13,1440,180,90,2,11,農産,1113,野菜,111351,ホウレン草
1486,7,13,1440,95,95,1,11,農産,1113,野菜,111318,キャベツ
1486,7,13,1440,95,95,1,19,菓子,1916,乾菓子,191611,ガム
1486,7,13,1440,95,95,1,19,菓子,1916,乾菓子,191611,ガム
1486,7,13,1440,100,100,1,11,農産,1113,野菜,111312,エリンギ
1486,7,13,1440,100,100,1,11,農産,1113,野菜,111369,水菜
1486,7,13,1440,100,100,1,16,加工食品,1614,水物,161411,こんにゃく
1486,7,13,1440,100,100,1,16,加工食品,1616,調味料,161619,ジャム
1486,7,13,1440,230,115,2,15,穀物類,1512,パン,151213,菓子パン
1486,7,13,1440,140,140,1,19,菓子,1916,乾菓子,191620,米菓
1486,7,13,1440,145,145,1,19,菓子,1916,乾菓子,191620,米菓
1486,7,13,1440,145,145,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1486,7,13,1440,145,145,1,16,加工食品,1616,調味料,161625,中華調味料
1486,7,13,1440,150,150,1,17,即席食品,1716,冷凍食品,171613,冷凍惣菜
1486,7,13,1440,480,160,3,20,飲料,2013,乳系飲料,201311,牛乳
1486,7,13,1440,160,160,1,16,加工食品,1616,調味料,161614,カレールー
1486,7,13,1440,360,180,2,16,加工食品,1614,水物,161416,油揚げ
1486,7,13,1440,180,180,1,16,加工食品,1616,調味料,161625,中華調味料
1486,7,13,1440,190,190,1,12,水産,1211,塩干加工品,121115,しらす
1486,7,13,1440,190,190,1,16,加工食品,1616,調味料,161639,和風調味料
1486,7,13,1440,195,195,1,11,農産,1113,野菜,111376,椎茸
1486,7,13,1440,195,195,1,11,農産,1113,野菜,111376,椎茸
