Invoice,Item
1665,X1213,101
1666,X1036,125
1667,X1212,115
1668,X1203,110
1669,X1082,120
1670,X1184,115
1671,X1211,119
1672,X1164,113
1673,X1037,115
1674,X1144,105
1675,X1201,123
1676,X1168,121
1677,X1206,116
1678,X1139,119
1679,X1036,103
1680,X1001,107
1681,X1003,103
1682,X1250,112
1683,X1146,129
1684,X1048,101
1685,X1100,113
1686,X1220,112
1687,X1056,121
1688,X1137,108
1689,X1102,117
1690,X1231,106
1691,X1083,129
1692,X1032,112
1693,X1109,109
1694,X1188,116
1695,X1183,123
1696,X1136,119
1697,X1005,102
1698,X1104,121
1699,X1032,116
1700,X1016,122
1701,X1189,110
1702,X1074,128
1703,X1129,114
1704,X1124,107
1705,X1125,102
1706,X1171,107
1707,X1045,119
1708,X1185,112
1709,X1218,120
1710,X1090,111
1711,X1065,123
1712,X1176,122
1713,X1066,117
1714,X1200,114
1715,X1128,116
1716,X1115,123
1717,X1180,105
1718,X1143,111
1719,X1215,130
1720,X1222,103
1721,X1005,112
1722,X1011,106
1723,X1003,118
1724,X1109,107
1725,X1091,120
1726,X1080,130
1727,X1018,128
1728,X1113,109
1729,X1092,125
1730,X1029,117
1731,X1008,126
1732,X1218,119
1733,X1087,114
1734,X1110,127
1735,X1250,122
1736,X1193,128
1737,X1052,110
1738,X1249,128
1739,X1002,128
1740,X1048,127
1741,X1239,125
1742,X1174,108
1743,X1157,124
1744,X1029,107
1745,X1011,111
1746,X1249,116
1747,X1144,127
1748,X1241,105
1749,X1078,107
1750,X1205,127
1751,X1053,111
1752,X1090,116
1753,X1205,114
1754,X1157,124
1755,X1219,122
1756,X1167,109
1757,X1056,122
1758,X1163,109
1759,X1026,104
1760,X1189,102
1761,X1156,107
1762,X1114,114
1763,X1196,122
1764,X1185,112
1765,X1176,111
1766,X1041,111
1767,X1183,114
1768,X1134,106
1769,X1058,105
1770,X1158,103
1771,X1245,129
1772,X1003,116
1773,X1121,119
1774,X1089,108
1775,X1177,116
1776,X1238,127
1777,X1246,115
1778,X1148,101
1779,X1040,129
1780,X1221,104
1781,X1116,110
1782,X1036,124
1783,X1013,110
1784,X1142,115
1785,X1177,116
1786,X1014,114
1787,X1007,125
1788,X1111,121
1789,X1094,124
1790,X1195,111
1791,X1098,105
1792,X1174,117
1793,X1117,101
1794,X1197,102
1795,X1006,130
1796,X1118,110
1797,X1091,112
1798,X1249,122
1799,X1026,130
1800,X1203,101
1801,X1170,118
1802,X1233,113
1803,X1044,129
1804,X1184,107
1805,X1208,111
1806,X1132,125
1807,X1215,129
1808,X1136,101
1809,X1196,104
1810,X1116,130
1811,X1235,107
1812,X1180,117
1813,X1211,126
1814,X1189,126
1815,X1237,125
1816,X1195,117
1817,X1248,114
1818,X1015,123
1819,X1115,101
1820,X1244,103
1821,X1023,108
1822,X1021,110
1823,X1231,107
1824,X1061,126
1825,X1048,112
1826,X1115,114
1827,X1158,107
1828,X1145,124
1829,X1016,117
1830,X1202,121
1831,X1020,112
1832,X1127,117
1833,X1143,123
1834,X1129,109
1835,X1197,112
1836,X1188,122
1837,X1220,129
1838,X1249,101
1839,X1013,121
1840,X1139,112
1841,X1073,125
1842,X1169,115
1843,X1047,120
1844,X1220,112
1845,X1167,114
1846,X1154,126
1847,X1029,126
1848,X1208,104
1849,X1161,101
1850,X1005,101
1851,X1243,110
1852,X1114,102
1853,X1171,101
1854,X1111,112
1855,X1155,115
1856,X1026,101
1857,X1059,109
1858,X1030,125
1859,X1013,117
1860,X1038,104
1861,X1227,121
1862,X1145,113
1863,X1013,121
1864,X1165,110
1865,X1114,106
1866,X1211,108
1867,X1069,117
1868,X1069,114
1869,X1090,114
1870,X1027,121
1871,X1200,130
1872,X1172,116
1873,X1227,119
1874,X1207,113
1875,X1177,119
1876,X1060,109
1877,X1224,126
1878,X1235,125
1879,X1230,117
1880,X1075,125
1881,X1115,111
1882,X1147,105
1883,X1219,112
1884,X1203,115
1885,X1119,106
1886,X1206,108
1887,X1157,113
1888,X1033,113
1889,X1221,101
1890,X1191,108
1891,X1088,124
1892,X1151,126
1893,X1097,105
1894,X1132,121
1895,X1184,107
1896,X1161,123
1897,X1247,121
1898,X1167,114
1899,X1149,102
1900,X1213,109
1901,X1134,105
1902,X1238,105
1903,X1095,108
1904,X1222,104
1905,X1058,101
1906,X1044,127
1907,X1186,105
1908,X1018,104
1909,X1111,112
1910,X1243,127
1911,X1145,115
1912,X1129,127
1913,X1028,108
1914,X1236,115
1915,X1125,112
1916,X1062,112
1917,X1233,115
1918,X1011,129
1919,X1158,122
1920,X1074,130
1921,X1117,123
1922,X1120,107
1923,X1044,104
1924,X1071,126
1925,X1233,107
1926,X1050,112
1927,X1046,101
1928,X1149,121
1929,X1241,104
1930,X1186,116
1931,X1171,102
1932,X1056,126
1933,X1173,117
1934,X1202,115
1935,X1156,105
1936,X1246,103
1937,X1227,122
1938,X1037,122
1939,X1212,110
1940,X1003,130
1941,X1184,110
1942,X1208,102
1943,X1163,113
1944,X1248,114
1945,X1064,126
1946,X1122,104
1947,X1098,119
1948,X1050,103
1949,X1238,103
1950,X1160,107
1951,X1098,108
1952,X1167,111
1953,X1013,109
1954,X1049,113
1955,X1077,114
1956,X1011,108
1957,X1214,108
1958,X1018,102
1959,X1231,126
1960,X1114,106
1961,X1130,107
1962,X1246,121
1963,X1217,114
1964,X1220,111
1965,X1053,109
1966,X1001,109
1967,X1019,113
1968,X1204,124
1969,X1221,107
1970,X1162,107
1971,X1007,122
1972,X1185,126
1973,X1017,107
1974,X1197,113
1975,X1193,101
1976,X1179,108
1977,X1049,122
1978,X1005,120
1979,X1208,119
1980,X1011,129
1981,X1135,118
1982,X1011,119
1983,X1199,126
1984,X1158,110
1985,X1015,123
1986,X1107,113
1987,X1231,103
1988,X1122,120
1989,X1243,124
1990,X1172,108
1991,X1013,115
1992,X1153,104
1993,X1238,120
1994,X1043,107
1995,X1231,122
1996,X1213,102
1997,X1070,124
1998,X1230,109
1999,X1004,103
2000,X1101,103
2001,X1246,122
2002,X1118,121
2003,X1025,112
2004,X1212,118
2005,X1082,109
2006,X1013,108
2007,X1238,103
2008,X1021,113
2009,X1220,104
2010,X1159,102
2011,X1153,106
2012,X1094,123
2013,X1102,124
2014,X1019,123
2015,X1133,119
2016,X1241,112
2017,X1137,127
2018,X1151,126
2019,X1223,120
2020,X1141,116
2021,X1132,111
2022,X1168,129
2023,X1157,115
2024,X1100,110
2025,X1075,130
2026,X1215,112
2027,X1135,127
2028,X1200,101
2029,X1055,119
2030,X1060,106
2031,X1001,118
2032,X1100,114
2033,X1034,112
2034,X1094,104
2035,X1121,102
2036,X1246,128
2037,X1035,122
2038,X1213,106
2039,X1025,118
2040,X1091,127
2041,X1161,106
2042,X1219,129
2043,X1070,102
2044,X1092,104
2045,X1164,118
2046,X1188,109
2047,X1129,118
2048,X1135,117
2049,X1102,113
2050,X1035,114
2051,X1095,108
2052,X1045,130
2053,X1144,109
2054,X1114,107
2055,X1158,106
2056,X1137,109
2057,X1180,124
2058,X1144,130
2059,X1039,115
2060,X1056,111
2061,X1003,104
2062,X1147,103
2063,X1097,103
2064,X1215,102
2065,X1139,125
2066,X1248,118
2067,X1108,105
2068,X1160,105
2069,X1127,113
2070,X1103,121
2071,X1223,104
2072,X1020,115
2073,X1008,130
2074,X1047,111
2075,X1029,129
2076,X1002,109
2077,X1214,114
2078,X1157,129
2079,X1145,101
2080,X1054,117
2081,X1127,122
2082,X1209,105
2083,X1058,117
2084,X1097,127
2085,X1045,122
2086,X1005,120
2087,X1037,114
2088,X1211,110
2089,X1084,126
2090,X1062,101
2091,X1230,106
2092,X1018,102
2093,X1103,114
2094,X1239,122
2095,X1040,121
2096,X1025,114
2097,X1035,123
2098,X1126,101
2099,X1113,110
2100,X1122,122
2101,X1074,112
2102,X1250,111
2103,X1023,113
2104,X1208,115
2105,X1097,102
2106,X1091,123
2107,X1159,115
2108,X1155,110
2109,X1233,123
2110,X1173,106
2111,X1038,120
2112,X1075,127
2113,X1046,124
2114,X1242,110
2115,X1065,123
2116,X1107,101
2117,X1008,121
2118,X1174,119
2119,X1144,102
2120,X1107,128
2121,X1184,124
2122,X1225,121
2123,X1164,116
2124,X1037,109
2125,X1019,104
2126,X1172,128
2127,X1153,125
2128,X1168,117
2129,X1006,122
2130,X1002,111
2131,X1189,117
2132,X1091,109
2133,X1046,114
2134,X1191,118
2135,X1153,123
2136,X1085,114
2137,X1059,123
2138,X1040,108
2139,X1025,113
2140,X1190,106
2141,X1068,117
2142,X1084,114
2143,X1095,109
2144,X1108,112
2145,X1187,119
2146,X1014,125
2147,X1003,107
2148,X1216,104
2149,X1049,110
2150,X1110,125
2151,X1186,126
2152,X1171,126
2153,X1224,130
2154,X1037,114
2155,X1118,104
2156,X1114,109
2157,X1038,106
2158,X1061,114
2159,X1168,121
2160,X1191,105
2161,X1188,113
2162,X1120,102
2163,X1069,108
2164,X1182,123
2165,X1147,120
2166,X1134,130
2167,X1085,103
2168,X1042,130
2169,X1027,107
2170,X1203,106
2171,X1131,106
2172,X1248,105
2173,X1203,118
2174,X1025,122
2175,X1046,111
2176,X1010,106
2177,X1137,120
2178,X1131,106
2179,X1009,124
2180,X1098,122
2181,X1115,121
2182,X1080,111
2183,X1207,114
2184,X1080,127
2185,X1166,103
2186,X1231,105
2187,X1132,122
2188,X1136,119
2189,X1198,102
2190,X1049,105
2191,X1043,119
2192,X1151,104
2193,X1064,116
2194,X1115,114
2195,X1130,123
2196,X1161,130
2197,X1070,130
2198,X1078,103
2199,X1122,126
2200,X1118,111
2201,X1098,113
2202,X1122,127
2203,X1224,106
2204,X1200,128
2205,X1058,118
2206,X1113,128
2207,X1238,111
2208,X1028,104
2209,X1205,107
2210,X1091,124
2211,X1229,118
2212,X1165,126
2213,X1210,113
2214,X1007,127
2215,X1030,128
2216,X1217,127
2217,X1035,127
2218,X1037,101
2219,X1025,106
2220,X1061,121
2221,X1213,101
2222,X1110,125
2223,X1199,106
2224,X1127,125
2225,X1220,115
2226,X1208,112
2227,X1148,120
2228,X1113,120
2229,X1218,106
2230,X1219,101
2231,X1060,127
2232,X1235,120
2233,X1134,117
2234,X1081,101
2235,X1033,127
2236,X1080,127
2237,X1181,128
2238,X1077,109
2239,X1032,113
2240,X1233,129
2241,X1088,123
2242,X1176,121
2243,X1134,119
2244,X1190,121
2245,X1110,116
2246,X1043,110
2247,X1066,113
2248,X1093,119
2249,X1173,128
2250,X1084,124
2251,X1143,114
2252,X1049,102
2253,X1053,106
2254,X1204,123
2255,X1141,120
2256,X1066,128
2257,X1113,122
2258,X1170,111
2259,X1161,105
2260,X1224,118
2261,X1245,111
2262,X1085,105
2263,X1166,105
2264,X1219,113
2265,X1065,114
2266,X1247,101
2267,X1214,122
2268,X1248,116
2269,X1128,129
2270,X1031,113
2271,X1121,123
2272,X1136,110
2273,X1183,119
2274,X1143,129
2275,X1156,130
2276,X1047,127
2277,X1092,105
2278,X1150,110
2279,X1045,127
2280,X1035,128
2281,X1238,116
2282,X1016,104
2283,X1102,113
2284,X1154,118
2285,X1209,122
2286,X1078,130
2287,X1088,111
2288,X1198,112
2289,X1030,112
2290,X1110,110
2291,X1070,125
2292,X1050,105
2293,X1087,120
2294,X1069,117
2295,X1127,104
2296,X1206,124
2297,X1127,118
2298,X1242,127
2299,X1215,113
2300,X1107,113
2301,X1090,101
2302,X1248,127
2303,X1043,117
2304,X1053,116
2305,X1212,113
2306,X1183,107
2307,X1205,130
2308,X1184,110
2309,X1232,103
2310,X1003,115
2311,X1101,104
2312,X1128,109
2313,X1178,104
2314,X1174,128
2315,X1161,102
2316,X1058,111
2317,X1233,115
2318,X1163,107
2319,X1046,122
2320,X1145,116
2321,X1111,130
2322,X1067,101
2323,X1114,104
2324,X1034,116
2325,X1123,102
2326,X1248,104
2327,X1042,112
2328,X1084,121
2329,X1125,101
2330,X1068,114
2331,X1137,107
2332,X1174,108
2333,X1133,118
2334,X1069,112
2335,X1222,107
2336,X1075,121
2337,X1250,106
2338,X1151,108
2339,X1107,109
2340,X1164,109
2341,X1006,106
2342,X1105,112
2343,X1001,117
2344,X1010,107
2345,X1075,114
2346,X1057,125
2347,X1059,127
2348,X1142,108
2349,X1098,124
2350,X1073,125
2351,X1005,123
2352,X1149,107
2353,X1231,104
2354,X1085,127
2355,X1213,117
2356,X1022,102
2357,X1022,117
2358,X1223,117
2359,X1206,101
2360,X1189,125
2361,X1121,120
2362,X1232,115
2363,X1007,124
2364,X1035,121
2365,X1138,114
2366,X1246,120
2367,X1113,108
2368,X1241,122
2369,X1089,130
2370,X1228,129
2371,X1135,117
2372,X1018,116
2373,X1092,105
2374,X1122,119
2375,X1097,112
2376,X1069,129
2377,X1244,114
2378,X1245,111
2379,X1140,112
2380,X1009,126
2381,X1224,106
2382,X1103,128
2383,X1093,113
2384,X1214,110
2385,X1240,125
2386,X1144,119
2387,X1237,119
2388,X1155,122
2389,X1136,125
2390,X1027,129
2391,X1111,118
2392,X1087,118
2393,X1134,120
2394,X1209,128
2395,X1230,121
2396,X1189,127
2397,X1064,103
2398,X1185,117
2399,X1076,109
2400,X1103,122
2401,X1066,104
2402,X1042,127
2403,X1180,107
2404,X1051,114
2405,X1028,116
2406,X1095,128
2407,X1032,106
2408,X1101,121
2409,X1044,115
2410,X1107,130
2411,X1170,107
2412,X1167,126
2413,X1124,107
2414,X1027,105
2415,X1032,103
2416,X1159,123
2417,X1209,121
2418,X1058,110
2419,X1055,103
2420,X1093,117
2421,X1178,110
2422,X1002,124
2423,X1170,129
2424,X1177,110
2425,X1067,105
2426,X1020,104
2427,X1070,103
2428,X1146,119
2429,X1083,113
2430,X1224,127
2431,X1164,115
2432,X1081,109
2433,X1223,125
2434,X1177,108
2435,X1072,105
2436,X1218,118
2437,X1151,102
2438,X1084,129
2439,X1225,103
2440,X1211,103
2441,X1008,119
2442,X1198,127
2443,X1239,129
2444,X1219,108
2445,X1128,109
2446,X1180,104
2447,X1213,104
2448,X1113,111
2449,X1131,119
2450,X1017,114
2451,X1166,128
2452,X1016,113
2453,X1047,116
2454,X1178,129
2455,X1174,106
2456,X1013,128
2457,X1239,105
2458,X1025,125
2459,X1242,109
2460,X1170,127
2461,X1017,115
2462,X1031,112
2463,X1190,117
2464,X1214,104
2465,X1021,105
2466,X1179,121
2467,X1084,118
2468,X1099,128
2469,X1142,110
2470,X1098,124
2471,X1090,126
2472,X1230,113
2473,X1200,119
2474,X1169,126
2475,X1212,112
2476,X1119,127
2477,X1236,104
2478,X1055,119
2479,X1078,121
2480,X1060,123
2481,X1248,129
2482,X1210,111
2483,X1158,110
2484,X1190,130
2485,X1115,126
2486,X1062,111
2487,X1191,127
2488,X1239,122
2489,X1074,119
2490,X1019,118
2491,X1194,119
2492,X1195,120
2493,X1216,113
2494,X1055,125
2495,X1069,114
2496,X1213,103
2497,X1235,125
2498,X1040,102
2499,X1115,115
2500,X1180,112
2501,X1068,121
2502,X1100,127
2503,X1081,121
2504,X1162,113
2505,X1118,115
2506,X1103,125
2507,X1003,119
2508,X1101,104
2509,X1041,129
2510,X1017,110
2511,X1102,109
2512,X1015,108
2513,X1109,127
2514,X1207,120
2515,X1068,116
2516,X1204,107
2517,X1245,109
2518,X1137,128
2519,X1018,125
2520,X1135,124
2521,X1111,108
2522,X1231,103
2523,X1076,125
2524,X1131,107
2525,X1058,119
2526,X1044,112
2527,X1084,110
2528,X1214,129
2529,X1162,127
2530,X1003,106
2531,X1015,113
2532,X1138,114
2533,X1022,110
2534,X1070,120
2535,X1238,128
2536,X1080,111
2537,X1217,126
2538,X1029,121
2539,X1050,118
2540,X1180,102
2541,X1119,102
2542,X1160,120
2543,X1193,107
2544,X1182,126
2545,X1042,123
2546,X1243,122
2547,X1024,102
2548,X1209,116
2549,X1040,116
2550,X1143,128
2551,X1062,129
2552,X1055,109
2553,X1062,116
2554,X1047,108
2555,X1189,107
2556,X1126,126
2557,X1059,101
2558,X1247,128
2559,X1092,116
2560,X1250,107
2561,X1076,130
2562,X1216,102
2563,X1059,113
2564,X1163,124
2565,X1220,105
2566,X1249,130
2567,X1238,128
2568,X1024,109
2569,X1015,121
2570,X1043,110
2571,X1129,104
2572,X1221,102
2573,X1081,109
2574,X1166,110
2575,X1202,105
2576,X1188,106
2577,X1123,124
2578,X1134,124
2579,X1175,116
2580,X1186,110
2581,X1009,128
2582,X1158,129
2583,X1185,104
2584,X1212,128
2585,X1078,123
2586,X1203,109
2587,X1054,128
2588,X1126,110
2589,X1204,126
2590,X1005,103
2591,X1043,113
2592,X1216,113
2593,X1165,121
2594,X1242,113
2595,X1246,118
2596,X1241,117
2597,X1214,107
2598,X1173,123
2599,X1160,126
2600,X1231,101
2601,X1175,123
2602,X1233,117
2603,X1045,104
2604,X1164,129
2605,X1174,101
2606,X1026,112
2607,X1164,109
2608,X1057,122
2609,X1086,110
2610,X1060,102
2611,X1033,130
2612,X1133,119
2613,X1211,105
2614,X1060,124
2615,X1065,130
2616,X1095,121
2617,X1038,127
2618,X1155,124
2619,X1233,103
2620,X1145,129
2621,X1171,102
2622,X1112,124
2623,X1085,106
2624,X1054,105
2625,X1140,130
2626,X1152,126
2627,X1157,127
2628,X1104,127
2629,X1213,124
2630,X1078,126
2631,X1052,107
2632,X1035,107
2633,X1139,126
2634,X1102,128
2635,X1101,116
2636,X1133,107
2637,X1034,130
2638,X1069,108
2639,X1044,124
2640,X1144,129
2641,X1211,108
2642,X1040,129
2643,X1136,107
2644,X1214,114
2645,X1159,101
2646,X1071,115
2647,X1111,129
2648,X1056,128
2649,X1068,123
2650,X1096,105
2651,X1133,115
2652,X1177,125
2653,X1028,114
2654,X1221,127
2655,X1030,125
2656,X1013,111
2657,X1062,121
2658,X1189,104
2659,X1048,117
2660,X1209,128
2661,X1201,129
2662,X1182,119
2663,X1047,116
2664,X1018,112
2665,X1070,128
2666,X1209,124
2667,X1139,110
2668,X1226,109
2669,X1194,113
2670,X1094,112
2671,X1054,125
2672,X1245,124
2673,X1172,127
2674,X1217,128
2675,X1029,129
2676,X1097,120
2677,X1218,107
2678,X1243,104
2679,X1165,105
2680,X1173,120
2681,X1083,108
2682,X1197,108
2683,X1207,124
2684,X1212,105
2685,X1210,130
2686,X1235,106
2687,X1166,120
2688,X1134,116
2689,X1075,112
2690,X1210,127
2691,X1248,125
2692,X1175,121
2693,X1075,105
2694,X1038,102
2695,X1012,114
2696,X1039,118
2697,X1207,108
2698,X1037,106
2699,X1207,119
2700,X1250,119
2701,X1054,117
2702,X1226,115
2703,X1038,102
2704,X1243,114
2705,X1054,124
2706,X1027,113
2707,X1134,125
2708,X1117,120
2709,X1118,103
2710,X1149,106
2711,X1074,124
2712,X1145,107
2713,X1155,121
2714,X1217,109
2715,X1108,128
2716,X1105,128
2717,X1054,110
2718,X1072,106
2719,X1115,114
2720,X1086,107
2721,X1061,120
2722,X1148,119
2723,X1195,126
2724,X1014,105
2725,X1214,126
2726,X1070,122
2727,X1124,103
2728,X1111,127
2729,X1085,121
2730,X1082,119
2731,X1193,125
2732,X1218,112
2733,X1015,127
2734,X1016,125
2735,X1104,106
2736,X1187,118
2737,X1141,106
2738,X1239,122
2739,X1178,123
2740,X1064,123
2741,X1087,128
2742,X1239,101
2743,X1177,110
2744,X1190,114
2745,X1204,121
2746,X1055,109
2747,X1002,111
2748,X1110,126
2749,X1001,104
2750,X1210,116
2751,X1092,105
2752,X1227,120
2753,X1059,103
2754,X1083,124
2755,X1247,118
2756,X1156,127
2757,X1121,122
2758,X1014,110
2759,X1020,108
2760,X1017,109
2761,X1072,112
2762,X1094,101
2763,X1183,108
2764,X1088,104
2765,X1125,119
2766,X1084,103
2767,X1246,128
2768,X1213,126
2769,X1129,123
2770,X1098,129
2771,X1051,130
2772,X1005,114
2773,X1235,108
2774,X1033,127
2775,X1125,110
2776,X1182,112
2777,X1020,123
2778,X1163,106
2779,X1153,105
2780,X1053,103
2781,X1195,119
2782,X1205,102
2783,X1107,115
2784,X1126,101
2785,X1154,107
2786,X1230,115
2787,X1235,125
2788,X1168,113
2789,X1193,117
2790,X1016,109
2791,X1211,120
2792,X1030,104
2793,X1100,130
2794,X1012,117
2795,X1088,109
2796,X1076,129
2797,X1133,109
2798,X1171,103
2799,X1141,116
2800,X1075,101
2801,X1018,117
2802,X1137,123
2803,X1089,104
2804,X1108,123
2805,X1115,116
2806,X1080,105
2807,X1078,117
2808,X1169,109
2809,X1188,101
2810,X1184,119
2811,X1088,129
2812,X1130,122
2813,X1017,101
2814,X1246,127
2815,X1029,129
2816,X1057,103
2817,X1044,111
2818,X1058,122
2819,X1151,118
2820,X1207,124
2821,X1034,127
2822,X1028,124
2823,X1078,118
2824,X1055,122
2825,X1102,121
2826,X1107,124
2827,X1234,108
2828,X1071,122
2829,X1083,106
2830,X1244,130
2831,X1028,102
2832,X1007,119
2833,X1039,101
2834,X1079,105
2835,X1044,112
2836,X1218,102
2837,X1126,130
2838,X1211,108
2839,X1220,117
2840,X1147,114
2841,X1067,111
2842,X1070,126
2843,X1183,110
2844,X1241,119
2845,X1219,127
2846,X1154,118
2847,X1010,126
2848,X1014,101
2849,X1212,114
2850,X1119,117
2851,X1079,119
2852,X1108,129
2853,X1206,128
2854,X1073,105
2855,X1056,114
2856,X1027,108
2857,X1119,128
2858,X1232,121
2859,X1048,102
2860,X1120,101
2861,X1016,120
2862,X1025,105
2863,X1105,118
2864,X1202,116
2865,X1191,114
2866,X1120,127
2867,X1059,118
2868,X1141,123
2869,X1126,122
2870,X1151,101
2871,X1107,118
2872,X1014,114
2873,X1021,123
2874,X1040,107
2875,X1003,125
2876,X1013,112
2877,X1176,123
2878,X1034,113
2879,X1137,129
2880,X1087,123
2881,X1146,121
2882,X1120,127
2883,X1090,110
2884,X1033,104
2885,X1046,129
2886,X1206,130
2887,X1041,125
2888,X1085,101
2889,X1157,130
2890,X1124,125
2891,X1227,106
2892,X1151,128
2893,X1222,103
2894,X1019,130
2895,X1009,130
2896,X1218,114
2897,X1052,116
2898,X1018,105
2899,X1224,104
2900,X1091,102
2901,X1163,122
2902,X1147,116
2903,X1006,126
2904,X1156,110
2905,X1026,127
2906,X1064,125
2907,X1162,120
2908,X1199,111
2909,X1213,126
2910,X1149,125
2911,X1222,104
2912,X1079,121
2913,X1035,110
2914,X1168,101
2915,X1081,126
2916,X1004,108
2917,X1011,119
2918,X1028,114
2919,X1210,106
2920,X1049,113
2921,X1006,125
2922,X1210,106
2923,X1046,103
2924,X1212,115
2925,X1054,105
2926,X1107,118
2927,X1204,106
2928,X1132,106
2929,X1029,123
2930,X1033,106
2931,X1152,121
2932,X1062,123
2933,X1058,119
2934,X1129,103
2935,X1024,123
2936,X1142,119
2937,X1123,121
2938,X1236,102
2939,X1121,112
2940,X1142,126
2941,X1072,118
2942,X1099,107
2943,X1177,114
2944,X1247,107
2945,X1096,108
2946,X1219,113
2947,X1103,124
2948,X1200,103
2949,X1024,110
2950,X1203,106
2951,X1217,103
2952,X1151,121
2953,X1072,123
2954,X1077,130
2955,X1233,105
2956,X1209,126
2957,X1109,113
2958,X1074,101
2959,X1008,123
2960,X1128,111
2961,X1239,103
2962,X1238,103
2963,X1245,126
2964,X1075,110
2965,X1039,111
2966,X1002,104
2967,X1020,106
2968,X1183,104
2969,X1245,122
2970,X1101,120
2971,X1158,125
2972,X1249,125
2973,X1005,126
2974,X1192,128
2975,X1024,112
2976,X1080,122
2977,X1073,101
2978,X1088,124
2979,X1094,106
2980,X1187,101
2981,X1069,102
2982,X1080,103
2983,X1012,114
2984,X1171,124
2985,X1013,126
2986,X1074,130
2987,X1018,103
2988,X1038,113
2989,X1245,124
2990,X1028,115
2991,X1237,101
2992,X1060,103
2993,X1231,124
2994,X1001,130
2995,X1023,102
2996,X1243,113
2997,X1084,107
2998,X1085,102
2999,X1152,114
3000,X1011,109
3001,X1139,108
3002,X1021,111
3003,X1212,103
3004,X1211,113
3005,X1136,118
3006,X1045,113
3007,X1004,103
3008,X1206,106
3009,X1210,122
3010,X1056,118
3011,X1081,102
3012,X1061,118
3013,X1050,126
3014,X1051,117
3015,X1128,108
3016,X1190,111
3017,X1248,106
3018,X1136,127
3019,X1048,109
3020,X1164,112
3021,X1217,109
3022,X1187,117
3023,X1052,126
3024,X1090,118
3025,X1197,129
3026,X1113,125
3027,X1204,115
3028,X1097,123
3029,X1188,112
3030,X1072,122
3031,X1170,123
3032,X1170,113
3033,X1140,112
3034,X1185,125
3035,X1215,105
3036,X1202,105
3037,X1174,105
3038,X1232,105
3039,X1009,130
3040,X1092,125
3041,X1052,120
3042,X1080,105
3043,X1200,121
3044,X1061,122
3045,X1027,128
3046,X1139,121
3047,X1072,113
3048,X1092,107
3049,X1155,123
3050,X1191,101
3051,X1205,124
3052,X1061,129
3053,X1096,124
3054,X1211,108
3055,X1116,114
3056,X1014,105
3057,X1018,103
3058,X1233,125
3059,X1086,111
3060,X1076,107
3061,X1043,114
3062,X1036,107
3063,X1162,127
3064,X1092,104
3065,X1189,103
3066,X1145,105
3067,X1099,119
3068,X1077,130
3069,X1105,118
3070,X1105,111
3071,X1127,120
3072,X1039,122
3073,X1171,109
3074,X1004,114
3075,X1145,110
3076,X1022,125
3077,X1219,114
3078,X1034,103
3079,X1155,110
3080,X1091,109
3081,X1236,110
3082,X1190,113
3083,X1039,103
3084,X1014,102
3085,X1069,127
3086,X1055,125
3087,X1201,125
3088,X1053,123
3089,X1122,112
3090,X1148,126
3091,X1090,103
3092,X1233,106
3093,X1153,112
3094,X1210,101
3095,X1165,106
3096,X1041,119
3097,X1036,122
3098,X1041,125
3099,X1214,104
3100,X1170,114
3101,X1178,106
3102,X1123,112
3103,X1196,130
3104,X1106,105
3105,X1044,119
3106,X1193,122
3107,X1025,126
3108,X1158,119
3109,X1060,126
3110,X1162,105
3111,X1078,108
3112,X1200,122
3113,X1179,122
3114,X1242,109
3115,X1090,105
3116,X1070,125
3117,X1042,121
3118,X1099,119
3119,X1113,118
3120,X1077,109
3121,X1183,109
3122,X1003,128
3123,X1030,106
3124,X1041,108
3125,X1076,110
3126,X1025,128
3127,X1202,119
3128,X1193,110
3129,X1162,127
3130,X1115,108
3131,X1031,116
3132,X1180,121
3133,X1139,113
3134,X1123,116
3135,X1122,106
3136,X1073,115
3137,X1244,106
3138,X1100,102
3139,X1206,125
3140,X1150,105
3141,X1023,127
3142,X1244,104
3143,X1050,114
3144,X1144,104
3145,X1078,127
3146,X1030,127
3147,X1140,101
3148,X1083,101
3149,X1127,128
3150,X1029,122
3151,X1131,126
3152,X1128,122
3153,X1157,119
3154,X1004,130
3155,X1075,120
3156,X1026,111
3157,X1247,122
3158,X1201,106
3159,X1174,121
3160,X1131,120
3161,X1145,105
3162,X1150,113
3163,X1188,108
3164,X1154,130
3165,X1223,122
3166,X1041,103
3167,X1238,111
3168,X1132,123
3169,X1049,128
3170,X1087,103
3171,X1155,106
3172,X1125,122
3173,X1064,118
3174,X1002,125
3175,X1002,108
3176,X1009,129
3177,X1008,110
3178,X1217,115
3179,X1037,104
3180,X1138,106
3181,X1171,126
3182,X1138,118
3183,X1220,112
3184,X1128,102
3185,X1079,127
3186,X1100,118
3187,X1208,111
3188,X1028,111
3189,X1096,101
3190,X1214,116
3191,X1146,117
3192,X1145,126
3193,X1072,105
3194,X1071,116
3195,X1239,101
3196,X1069,120
3197,X1164,101
3198,X1222,113
3199,X1087,115
3200,X1026,120
3201,X1035,116
3202,X1063,117
3203,X1231,101
3204,X1210,120
3205,X1150,129
3206,X1044,123
3207,X1209,105
3208,X1135,115
3209,X1103,104
3210,X1174,105
3211,X1101,110
3212,X1088,116
3213,X1143,116
3214,X1086,105
3215,X1234,121
3216,X1026,121
3217,X1216,115
3218,X1159,128
