,Receipt No.,Date,Time,Customer ID,Price before tax,Unit price before tax,Number,Category No.,Category name,Subcategory No.,Subcategory,Subsubcategory No.,Subsubcategory,Subsubcategory_ID
9930,1018,5,21,1143,220,110,2,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
9963,1026,5,13,1708,205,205,1,21,Liquor,2113,Beer,211311,Beer,22
10023,1032,5,13,1296,600,600,1,21,Liquor,2113,Beer,211312,New genre,252
10159,1046,5,15,1617,180,90,2,21,Liquor,2112,Non-alcoholic drinks,211211,Alcohol-free cocktails,2
10162,1046,5,15,1617,100,100,1,21,Liquor,2113,Beer,211312,New genre,252
10166,1046,5,15,1617,300,150,2,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
10302,1061,5,16,1799,345,115,3,21,Liquor,2112,Non-alcoholic drinks,211211,Alcohol-free cocktails,2
10317,1062,5,10,1470,85,85,1,21,Liquor,2113,Beer,211312,New genre,252
10318,1062,5,10,1470,95,95,1,21,Liquor,2118,Sake,211811,Refined sake,364
10382,1069,5,19,1106,95,95,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
10383,1069,5,19,1106,665,95,7,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
10386,1071,5,19,1103,260,130,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
10388,1071,5,19,1103,320,160,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
10410,1074,5,19,1327,1150,1150,1,21,Liquor,2119,Wines and spirits,211911,Whisky,450
10485,1079,5,20,1654,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
10487,1079,5,20,1654,150,150,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
10491,1079,5,20,1654,205,205,1,21,Liquor,2113,Beer,211311,Beer,22
10614,1093,5,12,1168,350,350,1,21,Liquor,2118,Sake,211811,Refined sake,364
10736,1108,5,19,1161,330,165,2,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
10760,1112,5,19,1307,210,210,1,21,Liquor,2118,Sake,211811,Refined sake,364
10805,1116,5,20,1526,490,490,1,21,Liquor,2115,Wine,211513,Imported wine,181
10806,1116,5,20,1526,845,845,1,21,Liquor,2113,Beer,211312,New genre,252
10820,1118,5,21,1962,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
10822,1118,5,21,1962,250,250,1,21,Liquor,2113,Beer,211311,Beer,22
10931,1134,5,16,1987,210,105,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
10989,1139,5,18,1452,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
11011,1142,5,18,1616,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
11013,1142,5,18,1616,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
11182,1160,5,10,1388,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
11184,1160,5,10,1388,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
11189,1160,5,10,1388,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
11513,1195,6,13,1467,1290,645,2,21,Liquor,2118,Sake,211811,Refined sake,364
11524,1196,6,14,1002,600,600,1,21,Liquor,2113,Beer,211312,New genre,252
11567,1200,6,17,1746,210,105,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
11594,1204,6,19,1360,890,890,1,21,Liquor,2113,Beer,211312,New genre,252
11643,1212,6,13,1703,100,100,1,21,Liquor,2113,Beer,211312,New genre,252
11684,1217,6,12,1570,1135,1135,1,21,Liquor,2113,Beer,211311,Beer,22
11719,1219,6,13,1854,1880,940,2,21,Liquor,2115,Wine,211511,Sparkling wine,414
11841,1233,6,15,1957,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
11939,1244,6,13,1937,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
11940,1244,6,13,1937,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
12019,1248,6,18,1259,645,645,1,21,Liquor,2118,Sake,211811,Refined sake,364
12075,1252,6,19,1881,185,185,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
12098,1254,6,20,1576,155,155,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
12099,1254,6,20,1576,155,155,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
12163,1259,6,20,1748,1795,1795,1,21,Liquor,2117,Shochu,211711,Otsurui-Shochu,318
12180,1262,6,12,1704,260,130,2,21,Liquor,2113,Beer,211313,Low-malt beer,226
12240,1269,6,13,1481,210,105,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
12245,1269,6,13,1481,320,160,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
12281,1271,6,13,1203,825,275,3,21,Liquor,2113,Beer,211311,Beer,22
12328,1278,6,15,1165,200,100,2,21,Liquor,2112,Non-alcoholic drinks,211211,Alcohol-free cocktails,2
12329,1278,6,15,1165,200,100,2,21,Liquor,2112,Non-alcoholic drinks,211211,Alcohol-free cocktails,2
12333,1278,6,15,1165,300,150,2,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
12369,1280,6,15,1990,600,600,1,21,Liquor,2113,Beer,211312,New genre,252
12380,1281,6,15,1452,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
12416,1285,6,16,1292,905,905,1,21,Liquor,2117,Shochu,211711,Otsurui-Shochu,318
12420,1286,6,16,1464,100,100,1,21,Liquor,2112,Non-alcoholic drinks,211211,Alcohol-free cocktails,2
12462,1290,6,17,1617,100,100,1,21,Liquor,2113,Beer,211312,New genre,252
12463,1290,6,17,1617,150,150,1,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
12464,1290,6,17,1617,150,150,1,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
12585,1301,6,18,1161,165,165,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
12599,1303,6,18,1014,240,120,2,21,Liquor,2113,Beer,211312,New genre,252
12652,1308,6,19,1848,100,100,1,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
12664,1309,6,19,1307,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
12665,1309,6,19,1307,210,210,1,21,Liquor,2118,Sake,211811,Refined sake,364
12726,1317,6,20,1705,890,890,1,21,Liquor,2113,Beer,211312,New genre,252
12727,1317,6,20,1705,895,895,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
12837,1328,6,12,1256,195,195,1,21,Liquor,2113,Beer,211311,Beer,22
12952,1336,6,16,1620,600,600,1,21,Liquor,2113,Beer,211312,New genre,252
12972,1338,6,17,1379,100,100,1,21,Liquor,2113,Beer,211312,New genre,252
12975,1338,6,17,1379,175,175,1,21,Liquor,2113,Beer,211311,Beer,22
12983,1339,6,17,1995,230,115,2,21,Liquor,2113,Beer,211312,New genre,252
12995,1340,6,17,1776,850,850,1,21,Liquor,2113,Beer,211312,New genre,252
13005,1342,6,17,1988,260,130,2,21,Liquor,2113,Beer,211313,Low-malt beer,226
13018,1344,6,17,1754,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
13019,1344,6,17,1754,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
13110,1357,6,10,1388,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
13117,1357,6,10,1388,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
13119,1357,6,10,1388,195,195,1,21,Liquor,2113,Beer,211311,Beer,22
13199,1366,6,11,1420,380,190,2,21,Liquor,2113,Beer,211311,Beer,22
13273,1375,6,17,1762,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
13336,1382,7,10,1367,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
13403,1388,7,11,1377,1195,1195,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
13480,1395,7,13,1296,575,575,1,21,Liquor,2113,Beer,211312,New genre,252
13519,1398,7,14,1357,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
13543,1400,7,14,1276,110,110,1,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
13544,1400,7,14,1276,110,110,1,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
13577,1403,7,15,1406,230,115,2,21,Liquor,2116,Liquor and etc.,211612,Ice,175
13605,1405,7,15,1195,140,140,1,21,Liquor,2113,Beer,211312,New genre,252
13606,1405,7,15,1195,140,140,1,21,Liquor,2113,Beer,211312,New genre,252
13627,1407,7,17,1590,570,570,1,21,Liquor,2115,Wine,211513,Imported wine,181
13628,1407,7,17,1590,760,760,1,21,Liquor,2115,Wine,211513,Imported wine,181
13686,1410,7,12,1612,950,950,1,21,Liquor,2117,Shochu,211713,OthersShochu,312
13721,1413,7,19,1881,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
13736,1414,7,19,1962,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
13737,1414,7,19,1962,250,250,1,21,Liquor,2113,Beer,211311,Beer,22
13754,1417,7,19,1660,1045,1045,1,21,Liquor,2118,Sake,211811,Refined sake,364
13773,1420,7,20,1387,150,150,1,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
13790,1423,7,20,1885,230,115,2,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
13825,1425,7,21,1109,1480,1480,1,21,Liquor,2113,Beer,211311,Beer,22
13905,1433,7,11,1278,220,220,1,21,Liquor,2113,Beer,211311,Beer,22
13915,1433,7,11,1278,1530,765,2,21,Liquor,2113,Beer,211313,Low-malt beer,226
13991,1441,7,13,1622,580,580,1,21,Liquor,2113,Beer,211312,New genre,252
14122,1454,7,16,1583,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
14307,1470,7,18,1643,245,245,1,21,Liquor,2113,Beer,211311,Beer,22
14383,1476,7,20,1307,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
14385,1476,7,20,1307,210,210,1,21,Liquor,2118,Sake,211811,Refined sake,364
14483,1483,7,12,1256,1025,1025,1,21,Liquor,2113,Beer,211311,Beer,22
14565,1489,7,13,1292,1495,1495,1,21,Liquor,2117,Shochu,211711,Otsurui-Shochu,318
14575,1492,7,14,1438,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
14599,1494,7,14,1563,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
14640,1499,7,15,1809,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
14726,1504,7,16,1510,180,180,1,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
14727,1504,7,16,1510,180,180,1,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
14738,1504,7,16,1510,890,890,1,21,Liquor,2113,Beer,211312,New genre,252
14771,1506,7,16,1695,580,580,1,21,Liquor,2113,Beer,211312,New genre,252
14772,1506,7,16,1695,1095,1095,1,21,Liquor,2117,Shochu,211713,OthersShochu,312
14865,1512,7,17,1309,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
14919,1518,7,18,1074,300,150,2,21,Liquor,2113,Beer,211312,New genre,252
14920,1518,7,18,1074,300,150,2,21,Liquor,2113,Beer,211312,New genre,252
14929,1519,7,18,1202,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
14930,1519,7,18,1202,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
14931,1519,7,18,1202,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
14934,1519,7,18,1202,130,130,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
14953,1520,7,18,1888,640,640,1,21,Liquor,2113,Beer,211312,New genre,252
14969,1522,7,18,1671,890,890,1,21,Liquor,2113,Beer,211312,New genre,252
15107,1533,7,21,1875,180,180,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
15135,1535,7,21,1407,115,115,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
15171,1537,7,21,1600,1290,645,2,21,Liquor,2113,Beer,211312,New genre,252
15192,1540,7,11,1705,155,155,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
15337,1552,7,14,1584,1200,1200,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
15348,1554,7,14,1708,250,250,1,21,Liquor,2113,Beer,211311,Beer,22
15425,1561,7,17,1995,345,115,3,21,Liquor,2113,Beer,211312,New genre,252
15536,1570,7,19,1937,95,95,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
15537,1570,7,19,1937,120,120,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
15562,1571,7,19,1020,205,205,1,21,Liquor,2113,Beer,211311,Beer,22
15566,1571,7,19,1020,1680,1680,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
15605,1575,7,10,1286,555,555,1,21,Liquor,2115,Wine,211513,Imported wine,181
15635,1580,7,10,1388,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
15637,1580,7,10,1388,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
15647,1580,7,10,1388,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
15762,1589,7,16,1090,140,140,1,21,Liquor,2113,Beer,211312,New genre,252
16022,1604,8,11,1705,885,885,1,21,Liquor,2113,Beer,211312,New genre,252
16028,1604,8,11,1705,130,130,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
16052,1608,8,12,1995,460,115,4,21,Liquor,2113,Beer,211312,New genre,252
16236,1621,8,14,1875,130,130,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
16282,1624,8,15,1878,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
16283,1624,8,15,1878,300,150,2,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
16300,1626,8,15,1409,555,555,1,21,Liquor,2118,Sake,211812,OthersSake,309
16410,1638,8,17,1659,760,760,1,21,Liquor,2114,Liqueur,211414,Plum wine,337
16411,1638,8,17,1659,1200,1200,1,21,Liquor,2119,Wines and spirits,211911,Whisky,450
16412,1639,8,17,1583,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
16416,1639,8,17,1583,190,190,1,21,Liquor,2118,Sake,211811,Refined sake,364
16430,1640,8,17,1367,515,515,1,21,Liquor,2115,Wine,211511,Sparkling wine,414
16431,1640,8,17,1367,895,895,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
16475,1644,8,18,1616,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
16476,1644,8,18,1616,300,150,2,21,Liquor,2113,Beer,211312,New genre,252
16540,1650,8,20,1567,110,110,1,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
16568,1653,8,21,1103,260,130,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
16571,1653,8,21,1103,320,160,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
16607,1655,8,11,1934,145,145,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
16608,1655,8,11,1934,145,145,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
16618,1656,8,11,1388,95,95,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
16626,1656,8,11,1388,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
16627,1656,8,11,1388,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
16633,1656,8,11,1388,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
16680,1658,8,11,1392,165,165,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
16681,1658,8,11,1392,340,170,2,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
16785,1666,8,12,1703,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
16787,1666,8,12,1703,650,650,1,21,Liquor,2113,Beer,211312,New genre,252
16794,1667,8,13,1090,125,125,1,21,Liquor,2113,Beer,211312,New genre,252
16795,1667,8,13,1090,125,125,1,21,Liquor,2113,Beer,211312,New genre,252
16796,1667,8,13,1090,140,140,1,21,Liquor,2113,Beer,211312,New genre,252
16938,1677,8,10,1758,765,765,1,21,Liquor,2113,Beer,211313,Low-malt beer,226
16965,1679,8,16,1628,140,140,1,21,Liquor,2113,Beer,211312,New genre,252
17097,1690,8,18,1493,230,115,2,21,Liquor,2113,Beer,211312,New genre,252
17118,1692,8,19,1307,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
17120,1692,8,19,1307,210,210,1,21,Liquor,2118,Sake,211811,Refined sake,364
17232,1702,8,9,1074,450,150,3,21,Liquor,2113,Beer,211312,New genre,252
17356,1712,8,10,1279,495,495,1,21,Liquor,2115,Wine,211513,Imported wine,181
17538,1731,8,14,1996,185,185,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
17544,1731,8,14,1996,475,475,1,21,Liquor,2115,Wine,211513,Imported wine,181
17573,1734,8,14,1603,140,140,1,21,Liquor,2113,Beer,211312,New genre,252
17576,1734,8,14,1603,175,175,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
17649,1740,8,16,1883,230,115,2,21,Liquor,2113,Beer,211312,New genre,252
17782,1754,8,17,1020,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
17795,1755,8,17,1112,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
17851,1762,8,19,1014,185,185,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
17885,1766,8,19,1049,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
17886,1766,8,19,1049,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
17888,1766,8,19,1049,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
17889,1766,8,19,1049,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
17922,1768,8,19,1864,935,935,1,21,Liquor,2115,Wine,211513,Imported wine,181
17934,1770,8,19,1115,100,100,1,21,Liquor,2113,Beer,211312,New genre,252
17935,1770,8,19,1115,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
18091,1789,8,12,1161,165,165,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
18092,1789,8,12,1161,595,595,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
18113,1790,8,12,1481,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
18172,1794,8,13,1982,230,115,2,21,Liquor,2113,Beer,211312,New genre,252
18219,1797,8,15,1708,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
18434,1814,8,18,1937,95,95,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
18437,1814,8,18,1937,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
18628,1831,8,17,1006,580,580,1,21,Liquor,2113,Beer,211312,New genre,252
18691,1836,8,18,1007,460,460,1,21,Liquor,2115,Wine,211513,Imported wine,181
18724,1840,9,13,1481,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
18915,1859,9,16,1521,1045,1045,1,21,Liquor,2113,Beer,211313,Low-malt beer,226
18946,1864,9,18,1497,290,145,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
18947,1864,9,18,1497,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
18982,1868,9,18,1572,230,230,1,21,Liquor,2113,Beer,211311,Beer,22
19011,1872,9,18,1881,185,185,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
19029,1875,9,19,1885,230,115,2,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
19090,1880,9,19,1307,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
19091,1880,9,19,1307,210,210,1,21,Liquor,2118,Sake,211811,Refined sake,364
19123,1882,9,19,1360,890,890,1,21,Liquor,2113,Beer,211312,New genre,252
19216,1893,9,12,1533,555,555,1,21,Liquor,2115,Wine,211513,Imported wine,181
19418,1907,9,11,1256,1025,1025,1,21,Liquor,2113,Beer,211311,Beer,22
19527,1925,9,16,1379,100,100,1,21,Liquor,2113,Beer,211312,New genre,252
19529,1925,9,16,1379,175,175,1,21,Liquor,2113,Beer,211311,Beer,22
19530,1925,9,16,1379,185,185,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
19537,1927,9,16,1987,210,105,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
19761,1946,9,19,1576,120,120,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
19765,1947,9,20,1161,165,165,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
19810,1953,9,9,1470,95,95,1,21,Liquor,2118,Sake,211811,Refined sake,364
19811,1953,9,9,1470,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
19869,1960,9,11,1056,860,860,1,21,Liquor,2115,Wine,211512,Japanese wine,208
19870,1960,9,11,1056,900,900,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
19893,1963,9,11,1359,110,110,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
19966,1974,9,19,1595,1400,1400,1,21,Liquor,2117,Shochu,211711,Otsurui-Shochu,318
20021,1980,9,20,1505,280,140,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
20047,1982,9,10,1514,150,150,1,21,Liquor,2113,Beer,211312,New genre,252
20062,1984,9,21,1143,220,110,2,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
20261,2008,9,16,1014,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
20262,2008,9,16,1014,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
20361,2017,9,11,1388,105,105,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
20363,2017,9,11,1388,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
20372,2017,9,11,1388,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
20546,2038,9,15,1997,645,645,1,21,Liquor,2112,Non-alcoholic drinks,211212,Alcohol-free beer,1
20549,2040,9,16,1995,345,115,3,21,Liquor,2113,Beer,211312,New genre,252
20588,2043,9,17,1988,260,130,2,21,Liquor,2113,Beer,211313,Low-malt beer,226
20591,2043,9,17,1988,400,200,2,21,Liquor,2113,Beer,211313,Low-malt beer,226
20630,2047,9,18,1070,2780,1390,2,21,Liquor,2113,Beer,211311,Beer,22
20659,2050,9,18,1571,85,85,1,21,Liquor,2113,Beer,211312,New genre,252
20664,2050,9,18,1571,145,145,1,21,Liquor,2113,Beer,211312,New genre,252
20851,2061,10,13,1053,210,105,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
20903,2063,10,13,1793,1200,1200,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
20938,2068,10,15,1423,560,560,1,21,Liquor,2115,Wine,211513,Imported wine,181
20951,2071,10,16,1846,95,95,1,21,Liquor,2118,Sake,211811,Refined sake,364
21048,2078,10,17,1639,220,220,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
21077,2080,10,18,1541,230,115,2,21,Liquor,2113,Beer,211312,New genre,252
21078,2080,10,18,1541,300,150,2,21,Liquor,2113,Beer,211312,New genre,252
21083,2081,10,18,1386,1045,1045,1,21,Liquor,2117,Shochu,211711,Otsurui-Shochu,318
21086,2082,10,18,1848,200,100,2,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
21162,2090,10,19,1692,100,100,1,21,Liquor,2113,Beer,211312,New genre,252
21165,2090,10,19,1692,140,140,1,21,Liquor,2113,Beer,211312,New genre,252
21173,2091,10,20,1432,170,85,2,21,Liquor,2113,Beer,211312,New genre,252
21217,2095,10,20,1360,890,890,1,21,Liquor,2113,Beer,211312,New genre,252
21218,2096,10,20,1705,95,95,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
21219,2096,10,20,1705,900,900,1,21,Liquor,2117,Shochu,211712,Korui-Shochu,217
21236,2097,10,20,1576,150,150,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
21259,2099,10,20,1307,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
21261,2099,10,20,1307,210,210,1,21,Liquor,2118,Sake,211811,Refined sake,364
21331,2106,10,11,1732,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
21389,2115,10,12,1154,360,180,2,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
21405,2115,10,12,1154,360,180,2,21,Liquor,2116,Liquor and etc.,211611,Mixer,241
21436,2120,10,13,1708,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
21759,2142,10,18,1815,150,150,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
21782,2144,10,18,1670,290,145,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
21783,2144,10,18,1670,145,145,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
21784,2144,10,18,1670,145,145,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
21803,2145,10,19,1937,95,95,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
21805,2145,10,19,1937,120,120,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
21808,2145,10,19,1937,185,185,1,21,Liquor,2116,Liquor and etc.,211612,Ice,175
21885,2154,10,20,1074,600,150,4,21,Liquor,2113,Beer,211312,New genre,252
21948,2159,10,8,1347,340,340,1,21,Liquor,2118,Sake,211811,Refined sake,364
21968,2162,10,9,1467,1290,645,2,21,Liquor,2118,Sake,211811,Refined sake,364
22041,2171,10,11,1388,95,95,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
22045,2171,10,11,1388,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
22048,2171,10,11,1388,190,190,1,21,Liquor,2113,Beer,211311,Beer,22
22077,2173,10,11,1622,580,580,1,21,Liquor,2113,Beer,211312,New genre,252
22102,2176,10,17,1952,210,105,2,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
22148,2181,10,18,1583,120,120,1,21,Liquor,2113,Beer,211312,New genre,252
22150,2181,10,18,1583,190,190,1,21,Liquor,2118,Sake,211811,Refined sake,364
22151,2181,10,18,1583,340,340,1,21,Liquor,2118,Sake,211811,Refined sake,364
22190,2185,10,19,1508,115,115,1,21,Liquor,2112,Non-alcoholic drinks,211211,Alcohol-free cocktails,2
22273,2192,10,20,1498,145,145,1,21,Liquor,2113,Beer,211312,New genre,252
22330,2197,10,21,1600,1290,645,2,21,Liquor,2113,Beer,211312,New genre,252
22361,2200,10,10,1655,380,380,1,21,Liquor,2115,Wine,211512,Japanese wine,208
22432,2206,10,12,1256,115,115,1,21,Liquor,2114,Liqueur,211412,Cocktail/ Cocktail of Japanese spirits,79
